N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.231239967E+00 1.226477316E+00 1.222619011E+00 1.219134809E+00
1.016672606E+01 1.231389790E+00 1.226710131E+00 1.222956957E+00 1.219599445E+00
1.033324570E+01 1.231606483E+00 1.227044673E+00 1.223438928E+00 1.220256579E+00
1.049996187E+01 1.231917956E+00 1.227520923E+00 1.224117732E+00 1.221171304E+00
1.066670514E+01 1.232361489E+00 1.228190080E+00 1.225057361E+00 1.222417386E+00
1.083333839E+01 1.232984987E+00 1.229113426E+00 1.226327937E+00 1.224066912E+00
1.100000000E+01 1.233846037E+00 1.230356976E+00 1.227994236E+00 1.226172172E+00
1.116672606E+01 1.235007274E+00 1.231980143E+00 1.230097559E+00 1.228743328E+00
1.133324570E+01 1.236526469E+00 1.234018892E+00 1.232636123E+00 1.231732057E+00
1.149996187E+01 1.238441804E+00 1.236469139E+00 1.235554770E+00 1.235035008E+00
1.166670514E+01 1.240757474E+00 1.239280400E+00 1.238755074E+00 1.238522052E+00
1.183333839E+01 1.243438124E+00 1.242368154E+00 1.242125603E+00 1.242077125E+00
1.200000000E+01 1.246418888E+00 1.245641658E+00 1.245577150E+00 1.245629656E+00
1.216672606E+01 1.249628199E+00 1.249032899E+00 1.249064662E+00 1.249163115E+00
1.233324570E+01 1.253011382E+00 1.252512250E+00 1.252588771E+00 1.252703804E+00
1.249996187E+01 1.256544030E+00 1.256087502E+00 1.256182759E+00 1.256301655E+00
1.266670514E+01 1.260232012E+00 1.259791580E+00 1.259895334E+00 1.260013447E+00
1.283333839E+01 1.264101673E+00 1.263667516E+00 1.263776754E+00 1.263883824E+00
1.300000000E+01 1.268186791E+00 1.267756602E+00 1.267880378E+00 1.268019454E+00
