N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.221857924E+00 1.218415813E+00 1.215508684E+00 1.212855430E+00
1.016672606E+01 1.221881710E+00 1.218452467E+00 1.215562211E+00 1.212969613E+00
1.033324570E+01 1.221916510E+00 1.218506027E+00 1.215640292E+00 1.213099164E+00
1.049996187E+01 1.221967391E+00 1.218584178E+00 1.215753888E+00 1.213237538E+00
1.066670514E+01 1.222041663E+00 1.218697884E+00 1.215918529E+00 1.213458458E+00
1.083333839E+01 1.222149797E+00 1.218862658E+00 1.216192803E+00 1.213756332E+00
1.100000000E+01 1.222306692E+00 1.219100117E+00 1.216516207E+00 1.214178734E+00
1.116672606E+01 1.222533098E+00 1.219439553E+00 1.216987701E+00 1.214796304E+00
1.133324570E+01 1.222857459E+00 1.219919355E+00 1.217640647E+00 1.215630871E+00
1.149996187E+01 1.223317318E+00 1.220587193E+00 1.218538982E+00 1.216805111E+00
1.166670514E+01 1.223960093E+00 1.221497979E+00 1.219745671E+00 1.218319870E+00
1.183333839E+01 1.224841719E+00 1.222708101E+00 1.221281537E+00 1.220183915E+00
1.200000000E+01 1.226021974E+00 1.224265913E+00 1.223199625E+00 1.222425320E+00
1.216672606E+01 1.227555984E+00 1.226200539E+00 1.225480866E+00 1.224989313E+00
1.233324570E+01 1.229483257E+00 1.228514202E+00 1.228092611E+00 1.227819191E+00
1.249996187E+01 1.231818581E+00 1.231182960E+00 1.230986833E+00 1.230859366E+00
1.266670514E+01 1.234549470E+00 1.234166812E+00 1.234117470E+00 1.234072667E+00
1.283333839E+01 1.237642472E+00 1.237424557E+00 1.237454621E+00 1.237447958E+00
1.300000000E+01 1.241056009E+00 1.240926780E+00 1.240990075E+00 1.240996772E+00
