N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.202068349E+00 1.198149880E+00 1.194208490E+00 1.190528230E+00
1.016672606E+01 1.202090802E+00 1.198186366E+00 1.194263802E+00 1.190607647E+00
1.033324570E+01 1.202123643E+00 1.198239672E+00 1.194344440E+00 1.190723182E+00
1.049996187E+01 1.202171623E+00 1.198317350E+00 1.194461657E+00 1.190890570E+00
1.066670514E+01 1.202241575E+00 1.198430217E+00 1.194631267E+00 1.191131684E+00
1.083333839E+01 1.202343255E+00 1.198593459E+00 1.194875145E+00 1.191476059E+00
1.100000000E+01 1.202490362E+00 1.198827984E+00 1.195222599E+00 1.191962092E+00
1.116672606E+01 1.202701868E+00 1.199161746E+00 1.195711276E+00 1.192636663E+00
1.133324570E+01 1.203003212E+00 1.199630452E+00 1.196386308E+00 1.193551770E+00
1.149996187E+01 1.203427101E+00 1.200276774E+00 1.197296550E+00 1.194756308E+00
1.166670514E+01 1.204013102E+00 1.201146556E+00 1.198486026E+00 1.196282820E+00
1.183333839E+01 1.204804786E+00 1.202281231E+00 1.199981818E+00 1.198133279E+00
1.200000000E+01 1.205843751E+00 1.203707470E+00 1.201783050E+00 1.200273320E+00
1.216672606E+01 1.207161457E+00 1.205428996E+00 1.203859800E+00 1.202643582E+00
1.233324570E+01 1.208772827E+00 1.207427744E+00 1.206166832E+00 1.205184058E+00
1.249996187E+01 1.210676974E+00 1.209676236E+00 1.208663780E+00 1.207853303E+00
1.266670514E+01 1.212865663E+00 1.212151619E+00 1.211325327E+00 1.210629913E+00
1.283333839E+01 1.215331079E+00 1.214838765E+00 1.214136859E+00 1.213505190E+00
1.300000000E+01 1.218064072E+00 1.217723529E+00 1.217088570E+00 1.216476058E+00
