0.0004  3.5312E-0007
0.0106  7.1860E-0006
0.0201  1.3091E-0005
0.0295  1.9955E-0005
0.0396  2.7166E-0005
0.0495  3.4594E-0005
0.0595  4.2389E-0005
0.0697  5.0796E-0005
0.0795  5.9598E-0005
0.0895  6.9146E-0005
0.1000  8.0905E-0005
0.1098  9.0854E-0005
0.1199  1.0302E-0004
0.1299  1.1618E-0004
0.1399  1.3065E-0004
0.1500  1.4643E-0004
0.1600  1.6352E-0004
0.1700  1.8171E-0004
0.1799  2.0181E-0004
0.1906  2.2422E-0004
0.1999  2.4844E-0004
0.2100  2.7508E-0004
0.2200  3.0412E-0004
0.2300  3.3628E-0004
0.2400  3.7146E-0004
0.2501  4.0945E-0004
0.2601  4.5367E-0004
0.2703  5.0291E-0004
0.2805  5.5618E-0004
0.2905  6.1749E-0004
0.3013  6.9387E-0004
0.3107  7.6221E-0004
0.3207  8.4864E-0004
0.3306  9.4613E-0004
0.3408  1.0577E-0003
0.3508  1.1863E-0003
0.3607  1.3351E-0003
0.3708  1.5059E-0003
0.3807  1.7059E-0003
0.3906  1.9421E-0003
0.4005  2.2165E-0003
0.4103  2.5421E-0003
0.4208  2.9843E-0003
0.4299  3.4074E-0003
0.4399  4.0249E-0003
0.4489  4.6418E-0003
0.4584  5.4776E-0003
0.4680  6.4925E-0003
0.4771  7.6567E-0003
0.4865  9.2090E-0003
0.4969  1.1050E-0002
0.5075  1.3478E-0002
0.5170  1.5716E-0002
0.5279  1.9428E-0002
