fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0DT0 6:49 292.8 39.6 1.000E+000 1.596E+000 1.130E-006 2.477E+003 3.156E+000 4.473E-009 1.216E-003 
0DT1 6:52 292.9 39.58 1.000E+000 1.777E+000 9.512E-007 2.474E+003 3.184E+000 4.333E-009 1.366E-003 
0DT2 6:55 292.8 39.6 1.000E+000 1.744E+000 9.279E-007 2.477E+003 3.189E+000 4.271E-009 1.320E-003 
0DT3 6:57 292.9 39.58 1.000E+000 1.613E+000 1.101E-006 2.474E+003 3.165E+000 4.438E-009 1.119E-003 
0DT4 7:0 292.9 39.58 1.000E+000 1.553E+000 1.240E-006 2.474E+003 3.175E+000 4.360E-009 1.352E-003 
0DT5 7:4 293.1 39.56 1.000E+000 1.549E+000 1.233E-006 2.468E+003 3.177E+000 4.430E-009 1.566E-003 
0DT6 7:8 293.1 39.56 1.000E+000 1.755E+000 9.798E-007 2.468E+003 3.190E+000 4.354E-009 1.961E-003 
0DT7 7:11 293.1 39.56 1.000E+000 1.639E+000 1.131E-006 2.468E+003 3.157E+000 4.539E-009 1.307E-003 
0DT8 7:13 293.2 39.54 1.000E+000 1.611E+000 1.183E-006 2.465E+003 3.165E+000 4.516E-009 1.294E-003 
0DT9 7:16 293.2 39.54 1.000E+000 1.646E+000 1.098E-006 2.465E+003 3.154E+000 4.567E-009 1.390E-003 
