x Ef Eg
10 0.20168804 1.104549
9.9999 0.20168745 1.104549
9.999799 0.20168684 1.104549
9.999693 0.20168622 1.104549
9.999579 0.20168555 1.104549
9.999455 0.20168483 1.104549
9.999316 0.20168401 1.104549
9.999156 0.20168309 1.104549
9.998971 0.20168203 1.104549
9.998751 0.20168078 1.104549
9.998487 0.20167929 1.104549
9.998166 0.20167749 1.104549
9.997769 0.20167531 1.104549
9.997276 0.20167265 1.104549
9.996655 0.20166937 1.104549
9.995867 0.20166533 1.104549
9.994862 0.20166036 1.104549
9.993572 0.20165426 1.104549
9.991907 0.20164684 1.104549
9.989751 0.20163796 1.104549
9.986951 0.20162751 1.104549
9.98331 0.20161559 1.104549
9.978574 0.2016025 1.104549
9.972413 0.20158884 1.104549
9.96441 0.20157552 1.104549
9.954038 0.20156363 1.104549
9.940637 0.20155414 1.104549
9.92339 0.20154758 1.104549
9.901299 0.20154376 1.104549
9.873159 0.20154198 1.104549
9.837538 0.20154133 1.104549
9.79276 0.20154115 1.104549
9.736902 0.20154112 1.104549
9.667796 0.20154111 1.104549
9.583061 0.20154111 1.104549
9.48014 0.20154111 1.104549
9.356379 0.20154111 1.104549
9.209113 0.20154111 1.104549
9.035797 0.20154111 1.104549
8.834139 0.20154111 1.104549
8.602264 0.20154112 1.104549
8.338876 0.20154112 1.104549
8.043417 0.20154112 1.104549
7.716204 0.20154112 1.104549
7.358533 0.20154112 1.104549
6.97274 0.20154112 1.104549
6.562193 0.20154113 1.104549
6.131229 0.20154113 1.104549
5.685025 0.20154113 1.104549
5.229404 0.20154113 1.104549
4.770596 0.20154113 1.104549
4.314975 0.20154114 1.104549
3.868771 0.20154114 1.104549
3.437807 0.20154114 1.104549
3.02726 0.20154114 1.104549
2.641467 0.20154114 1.104549
2.283796 0.20154114 1.104549
1.956583 0.20154115 1.104549
1.661124 0.20154115 1.104549
1.397736 0.20154115 1.104549
1.165861 0.20154115 1.104549
0.964203000000001 0.20154115 1.104549
0.790887000000001 0.20154115 1.104549
0.643621 0.20154115 1.104549
0.519860000000001 0.20154117 1.104549
0.416938999999999 0.20154154 1.104549
0.332204000000001 0.20154698 1.104549
0.263097999999999 0.20160221 1.104549
0.207239999999999 0.2019955 1.104549
0.162462000000001 0.20397455 1.104549
0.126840999999999 0.21102594 1.104549
0.0987009999999984 0.2285056 1.104549
0.0876550000000016 0.24161911 1.104549
0.0766099999999987 0.2591008 1.104549
0.0679860000000012 0.27625252 1.104549
0.0593630000000012 0.29669892 1.104549
0.0526620000000015 0.31495788 1.104549
0.0459619999999994 0.33533006 1.104549
0.040776000000001 0.35256364 1.104549
0.0355899999999991 0.37108267 1.104549
0.0275870000000005 0.4021894 1.104549
0.0214260000000017 0.42823253 1.104549
0.0166900000000005 0.44949602 1.104549
0.0130489999999988 0.46657111 1.104549
0.0102490000000017 0.48013527 1.104549
0.0080929999999988 0.4908395 1.104549
0.00642799999999966 0.49925852 1.104549
0.00513799999999875 0.50587537 1.104549
0.0041329999999995 0.51108351 1.104549
0.00334499999999949 0.51519684 1.104549
0.00272400000000061 0.51846229 1.104549
0.00223099999999832 0.52107226 1.104549
0.00183399999999878 0.52317576 1.104549
0.00151299999999921 0.52488785 1.104549
0.00124900000000139 0.52629731 1.104549
0.00102899999999906 0.52747271 1.104549
0.000844000000000733 0.52846729 1.104549
0.000683999999999685 0.52932262 1.104549
0.000544999999998907 0.53007156 1.104549
0.000420999999999339 0.5307405 1.104549
0.000306999999999391 0.53135117 1.104549
0.000201000000000562 0.53192208 1.104549
9.99999999997669E-5 0.53246979 1.104549
0 0.53301006 1.104549
