x Ef Eg
10 0.13679004 1.111304
9.9999 0.13679248 1.111304
9.999799 0.13679493 1.111304
9.999693 0.13679747 1.111304
9.999579 0.13680017 1.111304
9.999455 0.1368031 1.111304
9.999316 0.13680635 1.111304
9.999156 0.13681002 1.111304
9.998971 0.13681425 1.111304
9.998751 0.13681917 1.111304
9.998487 0.13682497 1.111304
9.998166 0.13683188 1.111304
9.997769 0.13684016 1.111304
9.997276 0.13685012 1.111304
9.996655 0.13686212 1.111304
9.995867 0.13687651 1.111304
9.994862 0.13689365 1.111304
9.993572 0.13691378 1.111304
9.991907 0.13693692 1.111304
9.989751 0.13696273 1.111304
9.986951 0.13699034 1.111304
9.98331 0.13701826 1.111304
9.978574 0.13704445 1.111304
9.972413 0.13706669 1.111304
9.96441 0.13708332 1.111304
9.954038 0.13709386 1.111304
9.940637 0.13709931 1.111304
9.92339 0.1371015 1.111304
9.901299 0.13710216 1.111304
9.873159 0.1371023 1.111304
9.837538 0.13710232 1.111304
9.79276 0.13710232 1.111304
9.736902 0.13710232 1.111304
9.667796 0.13710232 1.111304
9.583061 0.13710232 1.111304
9.48014 0.13710232 1.111304
9.356379 0.13710232 1.111304
9.209113 0.13710232 1.111304
9.035797 0.13710232 1.111304
8.834139 0.13710232 1.111304
8.602264 0.13710232 1.111304
8.338876 0.13710232 1.111304
8.043417 0.13710232 1.111304
7.716204 0.13710232 1.111304
7.358533 0.13710232 1.111304
6.97274 0.13710232 1.111304
6.562193 0.13710232 1.111304
6.131229 0.13710232 1.111304
5.685025 0.13710232 1.111304
5.229404 0.13710232 1.111304
4.770596 0.13710232 1.111304
4.314975 0.13710233 1.111304
3.868771 0.13710233 1.111304
3.437807 0.13710233 1.111304
3.02726 0.13710233 1.111304
2.641467 0.13710233 1.111304
2.283796 0.13710233 1.111304
1.956583 0.13710233 1.111304
1.661124 0.13710233 1.111304
1.397736 0.13710233 1.111304
1.165861 0.13710233 1.111304
0.964203000000001 0.13710233 1.111304
0.790887000000001 0.13710233 1.111304
0.643621 0.13710233 1.111304
0.519860000000001 0.13710233 1.111304
0.416938999999999 0.13710233 1.111304
0.332204000000001 0.13710233 1.111304
0.263097999999999 0.13710235 1.111304
0.207239999999999 0.13710269 1.111304
0.162462000000001 0.13710797 1.111304
0.126840999999999 0.13716124 1.111304
0.0987009999999984 0.13752391 1.111304
0.0766099999999987 0.13921722 1.111304
0.0593630000000012 0.14471718 1.111304
0.0459619999999994 0.15717917 1.111304
0.040776000000001 0.1660433 1.111304
0.0355899999999991 0.1777095 1.111304
0.0315890000000003 0.18895349 1.111304
0.0275870000000005 0.20232498 1.111304
0.0245069999999998 0.21415504 1.111304
0.0214260000000017 0.22736143 1.111304
0.0166900000000005 0.25040732 1.111304
0.0130489999999988 0.27041273 1.111304
0.0102490000000017 0.28716093 1.111304
0.0080929999999988 0.30087108 1.111304
0.00642799999999966 0.31194144 1.111304
0.00513799999999875 0.32081123 1.111304
0.0041329999999995 0.3278936 1.111304
0.00334499999999949 0.33354827 1.111304
0.00272400000000061 0.33807488 1.111304
0.00223099999999832 0.34171634 1.111304
0.00183399999999878 0.34466615 1.111304
0.00151299999999921 0.34707684 1.111304
0.00124900000000139 0.34906792 1.111304
0.00102899999999906 0.35073283 1.111304
0.000844000000000733 0.35214477 1.111304
0.000683999999999685 0.35336133 1.111304
0.000544999999998907 0.3544283 1.111304
0.000420999999999339 0.35538268 1.111304
0.000306999999999391 0.35625504 1.111304
0.000201000000000562 0.35707157 1.111304
9.99999999997669E-5 0.35785579 1.111304
0 0.35863021 1.111304
