x Ef Eg
10 0.15866774 1.102064
9.9999 0.1586661 1.102064
9.999799 0.15866445 1.102064
9.999693 0.15866274 1.102064
9.999579 0.15866093 1.102064
9.999455 0.15865895 1.102064
9.999316 0.15865676 1.102064
9.999156 0.15865428 1.102064
9.998971 0.15865143 1.102064
9.998751 0.15864811 1.102064
9.998487 0.15864418 1.102064
9.998166 0.1586395 1.102064
9.997769 0.15863388 1.102064
9.997276 0.1586271 1.102064
9.996655 0.15861892 1.102064
9.995867 0.15860907 1.102064
9.994862 0.15859729 1.102064
9.993572 0.15858339 1.102064
9.991907 0.1585673 1.102064
9.989751 0.15854918 1.102064
9.986951 0.15852959 1.102064
9.98331 0.15850948 1.102064
9.978574 0.15849027 1.102064
9.972413 0.15847355 1.102064
9.96441 0.15846066 1.102064
9.954038 0.15845216 1.102064
9.940637 0.15844755 1.102064
9.92339 0.15844558 1.102064
9.901299 0.15844495 1.102064
9.873159 0.1584448 1.102064
9.837538 0.15844478 1.102064
9.79276 0.15844478 1.102064
9.736902 0.15844478 1.102064
9.667796 0.15844478 1.102064
9.583061 0.15844478 1.102064
9.48014 0.15844478 1.102064
9.356379 0.15844478 1.102064
9.209113 0.15844478 1.102064
9.035797 0.15844478 1.102064
8.834139 0.15844478 1.102064
8.602264 0.15844478 1.102064
8.338876 0.15844478 1.102064
8.043417 0.15844478 1.102064
7.716204 0.15844478 1.102064
7.358533 0.15844478 1.102064
6.97274 0.15844478 1.102064
6.562193 0.15844478 1.102064
6.131229 0.15844478 1.102064
5.685025 0.15844479 1.102064
5.229404 0.15844479 1.102064
4.770596 0.15844479 1.102064
4.314975 0.15844479 1.102064
3.868771 0.15844479 1.102064
3.437807 0.15844479 1.102064
3.02726 0.15844479 1.102064
2.641467 0.15844479 1.102064
2.283796 0.15844479 1.102064
1.956583 0.15844479 1.102064
1.661124 0.15844479 1.102064
1.397736 0.15844479 1.102064
1.165861 0.15844479 1.102064
0.964203000000001 0.15844479 1.102064
0.790887000000001 0.15844479 1.102064
0.643621 0.15844479 1.102064
0.519860000000001 0.15844479 1.102064
0.416938999999999 0.15844479 1.102064
0.332204000000001 0.15844479 1.102064
0.263097999999999 0.15844482 1.102064
0.207239999999999 0.15844534 1.102064
0.162462000000001 0.15845248 1.102064
0.126840999999999 0.15851782 1.102064
0.0987009999999984 0.15892398 1.102064
0.0766099999999987 0.16067134 1.102064
0.0593630000000012 0.1659703 1.102064
0.0459619999999994 0.17743318 1.102064
0.0355899999999991 0.19552265 1.102064
0.0275870000000005 0.21767692 1.102064
0.0214260000000017 0.24056297 1.102064
0.0166900000000005 0.26187292 1.102064
0.0130489999999988 0.28051116 1.102064
0.0102490000000017 0.29619699 1.102064
0.0080929999999988 0.30908492 1.102064
0.00642799999999966 0.31951879 1.102064
0.00513799999999875 0.3278946 1.102064
0.0041329999999995 0.33459199 1.102064
0.00334499999999949 0.33994496 1.102064
0.00272400000000061 0.34423354 1.102064
0.00223099999999832 0.34768566 1.102064
0.00183399999999878 0.35048346 1.102064
0.00151299999999921 0.35277082 1.102064
0.00124900000000139 0.35466063 1.102064
0.00102899999999906 0.35624127 1.102064
0.000844000000000733 0.35758201 1.102064
0.000683999999999685 0.35873744 1.102064
0.000544999999998907 0.35975097 1.102064
0.000420999999999339 0.36065765 1.102064
0.000306999999999391 0.36148652 1.102064
0.000201000000000562 0.36226243 1.102064
9.99999999997669E-5 0.36300772 1.102064
0 0.36374376 1.102064
