x Ef Eg
10 0.1936594 1.122253
9.9999 0.19366211 1.122253
9.999799 0.19366486 1.122253
9.999693 0.19366773 1.122253
9.999579 0.19367078 1.122253
9.999455 0.19367413 1.122253
9.999316 0.19367786 1.122253
9.999156 0.19368212 1.122253
9.998971 0.19368705 1.122253
9.998751 0.19369286 1.122253
9.998487 0.1936998 1.122253
9.998166 0.1937082 1.122253
9.997769 0.19371845 1.122253
9.997276 0.19373108 1.122253
9.996655 0.19374675 1.122253
9.995867 0.19376627 1.122253
9.994862 0.19379064 1.122253
9.993572 0.19382106 1.122253
9.991907 0.19385888 1.122253
9.989751 0.19390559 1.122253
9.986951 0.19396261 1.122253
9.98331 0.19403105 1.122253
9.978574 0.1941113 1.122253
9.972413 0.19420246 1.122253
9.96441 0.19430178 1.122253
9.954038 0.19440424 1.122253
9.940637 0.19450281 1.122253
9.92339 0.19458959 1.122253
9.901299 0.19465791 1.122253
9.873159 0.19470476 1.122253
9.837538 0.19473191 1.122253
9.79276 0.19474478 1.122253
9.736902 0.19474961 1.122253
9.667796 0.194751 1.122253
9.583061 0.1947513 1.122253
9.48014 0.19475135 1.122253
9.356379 0.19475136 1.122253
9.209113 0.19475136 1.122253
9.035797 0.19475136 1.122253
8.834139 0.19475136 1.122253
8.602264 0.19475136 1.122253
8.338876 0.19475137 1.122253
8.043417 0.19475137 1.122253
7.716204 0.19475137 1.122253
7.358533 0.19475138 1.122253
6.97274 0.19475138 1.122253
6.562193 0.19475138 1.122253
6.131229 0.19475139 1.122253
5.685025 0.19475139 1.122253
5.229404 0.19475139 1.122253
4.770596 0.1947514 1.122253
4.314975 0.1947514 1.122253
3.868771 0.1947514 1.122253
3.437807 0.19475141 1.122253
3.02726 0.19475141 1.122253
2.641467 0.19475141 1.122253
2.283796 0.19475141 1.122253
1.956583 0.19475142 1.122253
1.661124 0.19475142 1.122253
1.397736 0.19475142 1.122253
1.165861 0.19475142 1.122253
0.964203000000001 0.19475143 1.122253
0.790887000000001 0.19475163 1.122253
0.643621 0.19475471 1.122253
0.519860000000001 0.19479074 1.122253
0.416938999999999 0.19509899 1.122253
0.332204000000001 0.19701934 1.122253
0.263097999999999 0.20558484 1.122253
0.235168999999999 0.21628335 1.122253
0.207239999999999 0.23382339 1.122253
0.192314 0.24703869 1.122253
0.177388000000001 0.26322169 1.122253
0.162462000000001 0.28257216 1.122253
0.150587999999999 0.30031238 1.122253
0.138715000000001 0.32016461 1.122253
0.126840999999999 0.34214617 1.122253
0.117460999999999 0.36102254 1.122253
0.108080999999999 0.38123495 1.122253
0.0987009999999984 0.40278436 1.122253
0.0913369999999993 0.42063864 1.122253
0.0839740000000013 0.43931727 1.122253
0.0766099999999987 0.45882032 1.122253
0.0679860000000012 0.48270787 1.122253
0.0593630000000012 0.50772607 1.122253
0.0526620000000015 0.52794622 1.122253
0.0459619999999994 0.54884901 1.122253
0.040776000000001 0.56549562 1.122253
0.0355899999999991 0.58255114 1.122253
0.0275870000000005 0.60967258 1.122253
0.0214260000000017 0.63121562 1.122253
0.0166900000000005 0.64817134 1.122253
0.0130489999999988 0.66143458 1.122253
0.0102490000000017 0.67177113 1.122253
0.0080929999999988 0.67981378 1.122253
0.00642799999999966 0.68607289 1.122253
0.00513799999999875 0.69095301 1.122253
0.0041329999999995 0.69477081 1.122253
0.00334499999999949 0.69777193 1.122253
0.00272400000000061 0.70014575 1.122253
0.00223099999999832 0.70203762 1.122253
0.00183399999999878 0.70355892 1.122253
0.00151299999999921 0.70479488 1.122253
0.00124900000000139 0.70581086 1.122253
0.00102899999999906 0.7066571 1.122253
0.000844000000000733 0.70737241 1.122253
0.000683999999999685 0.70798705 1.122253
0.000544999999998907 0.70852484 1.122253
0.000420999999999339 0.70900486 1.122253
0.000306999999999391 0.70944281 1.122253
0.000201000000000562 0.70985202 1.122253
9.99999999997669E-5 0.7102444 1.122253
0 0.71063126 1.122253
