x Ef Eg
10 0.16183631 1.100714
9.9999 0.16183411 1.100714
9.999799 0.16183189 1.100714
9.999693 0.1618296 1.100714
9.999579 0.16182717 1.100714
9.999455 0.16182452 1.100714
9.999316 0.16182158 1.100714
9.999156 0.16181825 1.100714
9.998971 0.16181442 1.100714
9.998751 0.16180996 1.100714
9.998487 0.16180469 1.100714
9.998166 0.16179841 1.100714
9.997769 0.16179086 1.100714
9.997276 0.16178176 1.100714
9.996655 0.16177076 1.100714
9.995867 0.16175752 1.100714
9.994862 0.16174168 1.100714
9.993572 0.16172297 1.100714
9.991907 0.16170129 1.100714
9.989751 0.16167686 1.100714
9.986951 0.16165039 1.100714
9.98331 0.16162318 1.100714
9.978574 0.16159712 1.100714
9.972413 0.16157437 1.100714
9.96441 0.16155677 1.100714
9.954038 0.16154509 1.100714
9.940637 0.16153872 1.100714
9.92339 0.16153598 1.100714
9.901299 0.16153509 1.100714
9.873159 0.16153488 1.100714
9.837538 0.16153485 1.100714
9.79276 0.16153485 1.100714
9.736902 0.16153485 1.100714
9.667796 0.16153485 1.100714
9.583061 0.16153485 1.100714
9.48014 0.16153485 1.100714
9.356379 0.16153485 1.100714
9.209113 0.16153485 1.100714
9.035797 0.16153485 1.100714
8.834139 0.16153485 1.100714
8.602264 0.16153485 1.100714
8.338876 0.16153485 1.100714
8.043417 0.16153485 1.100714
7.716204 0.16153485 1.100714
7.358533 0.16153485 1.100714
6.97274 0.16153485 1.100714
6.562193 0.16153485 1.100714
6.131229 0.16153485 1.100714
5.685025 0.16153485 1.100714
5.229404 0.16153485 1.100714
4.770596 0.16153485 1.100714
4.314975 0.16153485 1.100714
3.868771 0.16153486 1.100714
3.437807 0.16153486 1.100714
3.02726 0.16153486 1.100714
2.641467 0.16153486 1.100714
2.283796 0.16153486 1.100714
1.956583 0.16153486 1.100714
1.661124 0.16153486 1.100714
1.397736 0.16153486 1.100714
1.165861 0.16153486 1.100714
0.964203000000001 0.16153486 1.100714
0.790887000000001 0.16153486 1.100714
0.643621 0.16153486 1.100714
0.519860000000001 0.16153486 1.100714
0.416938999999999 0.16153486 1.100714
0.332204000000001 0.16153486 1.100714
0.263097999999999 0.16153489 1.100714
0.207239999999999 0.16153544 1.100714
0.162462000000001 0.16154285 1.100714
0.126840999999999 0.16160975 1.100714
0.0987009999999984 0.16202067 1.100714
0.0766099999999987 0.16376955 1.100714
0.0593630000000012 0.16902604 1.100714
0.0459619999999994 0.18032977 1.100714
0.0355899999999991 0.19813228 1.100714
0.0275870000000005 0.2199531 1.100714
0.0214260000000017 0.24253228 1.100714
0.0166900000000005 0.26358795 1.100714
0.0130489999999988 0.28202438 1.100714
0.0102490000000017 0.29755274 1.100714
0.0080929999999988 0.31031851 1.100714
0.00642799999999966 0.32065769 1.100714
0.00513799999999875 0.32895995 1.100714
0.0041329999999995 0.3356 1.100714
0.00334499999999949 0.34090802 1.100714
0.00272400000000061 0.34516112 1.100714
0.00223099999999832 0.34858502 1.100714
0.00183399999999878 0.35136017 1.100714
0.00151299999999921 0.35362913 1.100714
0.00124900000000139 0.35550384 1.100714
0.00102899999999906 0.35707191 1.100714
0.000844000000000733 0.35840205 1.100714
0.000683999999999685 0.35954836 1.100714
0.000544999999998907 0.36055391 1.100714
0.000420999999999339 0.36145349 1.100714
0.000306999999999391 0.36227587 1.100714
0.000201000000000562 0.36304572 1.100714
9.99999999997669E-5 0.3637852 1.100714
0 0.36451552 1.100714
