x Ef Eg
10 0.2530943 1.124991
9.9999 0.25309774 1.124991
9.999799 0.25310122 1.124991
9.999693 0.25310486 1.124991
9.999579 0.25310875 1.124991
9.999455 0.25311301 1.124991
9.999316 0.25311777 1.124991
9.999156 0.25312322 1.124991
9.998971 0.25312956 1.124991
9.998751 0.25313704 1.124991
9.998487 0.25314602 1.124991
9.998166 0.25315694 1.124991
9.997769 0.25317035 1.124991
9.997276 0.25318699 1.124991
9.996655 0.25320783 1.124991
9.995867 0.2532341 1.124991
9.994862 0.25326739 1.124991
9.993572 0.25330975 1.124991
9.991907 0.25336374 1.124991
9.989751 0.25343259 1.124991
9.986951 0.25352019 1.124991
9.98331 0.25363117 1.124991
9.978574 0.25377076 1.124991
9.972413 0.25394448 1.124991
9.96441 0.25415759 1.124991
9.954038 0.2544141 1.124991
9.940637 0.25471533 1.124991
9.92339 0.25505825 1.124991
9.901299 0.25543373 1.124991
9.873159 0.25582553 1.124991
9.837538 0.25621101 1.124991
9.79276 0.25656422 1.124991
9.736902 0.25686139 1.124991
9.667796 0.25708739 1.124991
9.583061 0.25724012 1.124991
9.48014 0.25733025 1.124991
9.356379 0.25737589 1.124991
9.209113 0.25739543 1.124991
9.035797 0.25740241 1.124991
8.834139 0.25740449 1.124991
8.602264 0.25740501 1.124991
8.338876 0.25740513 1.124991
8.043417 0.25740518 1.124991
7.716204 0.25740521 1.124991
7.358533 0.25740524 1.124991
6.97274 0.25740527 1.124991
6.562193 0.2574053 1.124991
6.131229 0.25740533 1.124991
5.685025 0.25740537 1.124991
5.229404 0.2574054 1.124991
4.770596 0.25740543 1.124991
4.314975 0.25740546 1.124991
3.868771 0.25740549 1.124991
3.437807 0.25740552 1.124991
3.02726 0.25740555 1.124991
2.641467 0.25740566 1.124991
2.283796 0.25740651 1.124991
1.956583 0.25741342 1.124991
1.661124 0.25746256 1.124991
1.397736 0.25775625 1.124991
1.165861 0.25920843 1.124991
0.964203000000001 0.26501338 1.124991
0.877545000000001 0.27241281 1.124991
0.790887000000001 0.28489623 1.124991
0.717254000000001 0.3014271 1.124991
0.680437999999999 0.312235 1.124991
0.643621 0.32486442 1.124991
0.602367999999998 0.34129137 1.124991
0.561114 0.36020995 1.124991
0.519860000000001 0.38167048 1.124991
0.485552999999999 0.40147282 1.124991
0.451246000000001 0.42305844 1.124991
0.416938999999999 0.44643089 1.124991
0.388694000000001 0.46701604 1.124991
0.360448999999999 0.48881388 1.124991
0.332204000000001 0.51182459 1.124991
0.309169000000001 0.53148876 1.124991
0.286133 0.55195969 1.124991
0.263097999999999 0.5732374 1.124991
0.235168999999999 0.60011797 1.124991
0.221205000000001 0.61400303 1.124991
0.207239999999999 0.62818461 1.124991
0.184850999999998 0.65154014 1.124991
0.162462000000001 0.67565799 1.124991
0.144652000000001 0.69538871 1.124991
0.126840999999999 0.71560237 1.124991
0.112770999999999 0.73191276 1.124991
0.0987009999999984 0.7485258 1.124991
0.0766099999999987 0.77522339 1.124991
0.0593630000000012 0.79659796 1.124991
0.0459619999999994 0.81354043 1.124991
0.0355899999999991 0.8268662 1.124991
0.0275870000000005 0.8372854 1.124991
0.0214260000000017 0.84539597 1.124991
0.0166900000000005 0.85168963 1.124991
0.0130489999999988 0.85656393 1.124991
0.0102490000000017 0.86033609 1.124991
0.0080929999999988 0.86325654 1.124991
0.00642799999999966 0.86552126 1.124991
0.00513799999999875 0.86728246 1.124991
0.0041329999999995 0.86865766 1.124991
0.00334499999999949 0.86973718 1.124991
0.00272400000000061 0.87059014 1.124991
0.00223099999999832 0.87126938 1.124991
0.00183399999999878 0.87181523 1.124991
0.00151299999999921 0.87225848 1.124991
0.00124900000000139 0.8726227 1.124991
0.00102899999999906 0.87292596 1.124991
0.000844000000000733 0.87318224 1.124991
0.000683999999999685 0.87340241 1.124991
0.000544999999998907 0.873595 1.124991
0.000420999999999339 0.87376689 1.124991
0.000306999999999391 0.87392368 1.124991
0.000201000000000562 0.87407016 1.124991
9.99999999997669E-5 0.8742106 1.124991
0 0.87434905 1.124991
