T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.257257053E+00 1.211289658E+00 4.596739500E-02 1.246858995E+00 1.207191138E+00 3.966785700E-02 1.039805800E-02 4.098520000E-03
295 1.258626595E+00 1.214219819E+00 4.440677600E-02 1.249215240E+00 1.209883306E+00 3.933193400E-02 9.411355000E-03 4.336513000E-03
300 1.260632860E+00 1.217212965E+00 4.341989500E-02 1.251807017E+00 1.212446390E+00 3.936062700E-02 8.825843000E-03 4.766575000E-03
305 1.263085384E+00 1.219563641E+00 4.352174300E-02 1.254418273E+00 1.214234771E+00 4.018350200E-02 8.667111000E-03 5.328870000E-03
310 1.265655677E+00 1.222188600E+00 4.346707700E-02 1.256716720E+00 1.215975149E+00 4.074157100E-02 8.938957000E-03 6.213451000E-03
315 1.267613559E+00 1.224230347E+00 4.338321200E-02 1.257982948E+00 1.216891279E+00 4.109166900E-02 9.630611000E-03 7.339068000E-03
320 1.268739347E+00 1.225131670E+00 4.360767700E-02 1.258030033E+00 1.216500012E+00 4.153002100E-02 1.070931400E-02 8.631658000E-03
325 1.267961344E+00 1.225830944E+00 4.213040000E-02 1.255873724E+00 1.215600599E+00 4.027312500E-02 1.208762000E-02 1.023034500E-02
330 1.264248713E+00 1.225878633E+00 3.837008000E-02 1.250621614E+00 1.213830582E+00 3.679103200E-02 1.362709900E-02 1.204805100E-02
335 1.255499544E+00 1.223961767E+00 3.153777700E-02 1.240493584E+00 1.210099353E+00 3.039423100E-02 1.500596000E-02 1.386241400E-02
340 1.238519527E+00 1.221868811E+00 1.665071600E-02 1.222799156E+00 1.206017900E+00 1.678125600E-02 1.572037100E-02 1.585091100E-02
