T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.270622890E+00 1.228700770E+00 4.192212000E-02 1.270116570E+00 1.228475953E+00 4.164061700E-02 5.063200000E-04 2.248170000E-04
295 1.270626996E+00 1.230037358E+00 4.058963800E-02 1.270181831E+00 1.229829157E+00 4.035267400E-02 4.451650000E-04 2.082010000E-04
300 1.271552646E+00 1.232046924E+00 3.950572200E-02 1.271160693E+00 1.231851773E+00 3.930892000E-02 3.919530000E-04 1.951510000E-04
305 1.273310459E+00 1.234242946E+00 3.906751300E-02 1.272961207E+00 1.234058253E+00 3.890295400E-02 3.492520000E-04 1.846930000E-04
310 1.275683182E+00 1.237050414E+00 3.863276800E-02 1.275364762E+00 1.236862097E+00 3.850266500E-02 3.184200000E-04 1.883170000E-04
315 1.278088199E+00 1.239742085E+00 3.834611400E-02 1.277787563E+00 1.239546009E+00 3.824155400E-02 3.006360000E-04 1.960760000E-04
320 1.280542203E+00 1.242170704E+00 3.837149900E-02 1.280246620E+00 1.241962963E+00 3.828365700E-02 2.955830000E-04 2.077410000E-04
325 1.282352898E+00 1.244368146E+00 3.798475200E-02 1.282050405E+00 1.244135105E+00 3.791530000E-02 3.024930000E-04 2.330410000E-04
330 1.283193850E+00 1.246219846E+00 3.697400400E-02 1.282873886E+00 1.245952213E+00 3.692167300E-02 3.199640000E-04 2.676330000E-04
335 1.282119010E+00 1.246914828E+00 3.520418200E-02 1.281775382E+00 1.246606853E+00 3.516852900E-02 3.436280000E-04 3.079750000E-04
340 1.277737369E+00 1.247026250E+00 3.071111900E-02 1.277369463E+00 1.246665445E+00 3.070401800E-02 3.679060000E-04 3.608050000E-04
