name time T kT_1 I
01RV 01rv.dat 297.7 38.95 7.194E-007
02RV 02rv.dat 297.8 38.93 7.287E-007
03RV 03rv.dat 300 38.65 8.735E-007
04RV 04rv.dat 300 38.65 8.267E-007
05RV 05rv.dat 300 38.65 8.707E-007
06RV 06rv.dat 302.6 38.32 9.491E-007
07RV 07rv.dat 302.5 38.33 9.240E-007
08RV 08rv.dat 302.5 38.33 1.004E-006
09RV 09rv.dat 305.1 38 1.094E-006
10RV 10rv.dat 305 38.01 1.063E-006
11RV 11rv.dat 305 38.01 1.027E-006
12RV 12rv.dat 307.6 37.69 1.086E-006
13RV 13rv.dat 307.5 37.7 1.109E-006
14RV 14rv.dat 307.6 37.69 1.277E-006
15RV 15rv.dat 307.5 37.7 1.056E-006
16RV 16rv.dat 310.1 37.39 1.279E-006
17RV 17rv.dat 310 37.4 1.313E-006
18RV 18rv.dat 310 37.4 1.296E-006
19RV 19rv.dat 312.5 37.1 1.402E-006
20RV 20rv.dat 312.5 37.1 1.557E-006
21RV 21rv.dat 312.5 37.1 1.338E-006
22RV 22rv.dat 315.1 36.8 1.287E-006
23RV 23rv.dat 315 36.81 1.676E-006
24RV 24rv.dat 315.1 36.8 1.741E-006
25RV 25rv.dat 317.5 36.52 1.678E-006
26RV 26rv.dat 317.5 36.52 1.614E-006
27RV 27rv.dat 317.5 36.52 1.612E-006
28RV 28rv.dat 320.1 36.22 1.746E-006
29RV 29rv.dat 320.1 36.22 1.775E-006
30RV 30rv.dat 320 36.23 1.744E-006
31RV 31rv.dat 322.6 35.94 1.933E-006
32RV 32rv.dat 322.5 35.95 1.911E-006
33RV 33rv.dat 322.5 35.95 1.921E-006
34RV 34rv.dat 325.1 35.66 2.215E-006
35RV 35rv.dat 325 35.67 2.282E-006
36RV 36rv.dat 325 35.67 2.356E-006
37RV 37rv.dat 327.5 35.4 2.524E-006
38RV 38rv.dat 327.5 35.4 2.554E-006
39RV 39rv.dat 327.5 35.4 2.431E-006
40RV 40rv.dat 330.1 35.12 2.733E-006
41RV 41rv.dat 330 35.13 2.678E-006
42RV 42rv.dat 330 35.13 2.633E-006
43RV 43rv.dat 332.5 34.87 2.866E-006
44RV 44rv.dat 332.5 34.87 3.065E-006
45RV 45rv.dat 332.5 34.87 2.914E-006
46RV 46rv.dat 335.1 34.6 3.252E-006
47RV 47rv.dat 335 34.61 3.442E-006
48RV 48rv.dat 335 34.61 3.312E-006
49RV 49rv.dat 337.6 34.34 3.713E-006
50RV 50rv.dat 337.5 34.35 3.675E-006
51RV 51rv.dat 337.5 34.35 3.592E-006
52RV 52rv.dat 340.1 34.09 3.930E-006
53RV 53rv.dat 340 34.1 4.044E-006
54RV 54rv.dat 340 34.1 3.916E-006
55RV 55rv.dat 340.1 34.09 4.038E-006
