Ytrue por Lambda Ypred RelError
1.381480e+00 7.700000e+01 9.492000e+03 1.379427e+00 1.486171e-03
2.977150e+00 1.900000e+01 2.412000e+03 2.988354e+00 3.763374e-03
3.073640e+00 1.500000e+01 1.157000e+04 3.065867e+00 2.529017e-03
1.449120e+00 7.400000e+01 4.558000e+03 1.451706e+00 1.784456e-03
2.892230e+00 2.300000e+01 1.837000e+03 2.901310e+00 3.139424e-03
2.379400e+00 4.100000e+01 3.540000e+03 2.378006e+00 5.858876e-04
1.645410e+00 6.600000e+01 4.143000e+03 1.659134e+00 8.340488e-03
1.448300e+00 7.400000e+01 1.071700e+04 1.450852e+00 1.762308e-03
2.609860e+00 3.300000e+01 7.473000e+03 2.598973e+00 4.171349e-03
3.071790e+00 1.500000e+01 3.306000e+03 3.076527e+00 1.542091e-03
2.912560e+00 2.100000e+01 9.745000e+03 2.918015e+00 1.872772e-03
3.018770e+00 1.700000e+01 8.416000e+03 3.018199e+00 1.890562e-04
3.244350e+00 8.000000e+00 6.727000e+03 3.230777e+00 4.183618e-03
2.088380e+00 5.100000e+01 8.094000e+03 2.082114e+00 3.000605e-03
1.607910e+00 6.800000e+01 2.606000e+03 1.608394e+00 3.011749e-04
3.144960e+00 1.200000e+01 7.167000e+03 3.138436e+00 2.074578e-03
2.433670e+00 3.900000e+01 6.908000e+03 2.430046e+00 1.489186e-03
1.851940e+00 6.400000e+01 5.890000e+02 1.840455e+00 6.201683e-03
1.431300e+00 7.500000e+01 8.256000e+03 1.426738e+00 3.187519e-03
2.896210e+00 2.200000e+01 4.290000e+03 2.897670e+00 5.042599e-04
1.891940e+00 5.800000e+01 1.011600e+04 1.879917e+00 6.355076e-03
3.127860e+00 1.200000e+01 6.693000e+03 3.138802e+00 3.498331e-03
3.374450e+00 2.000000e+00 1.004000e+04 3.366129e+00 2.465889e-03
2.270720e+00 4.500000e+01 1.060400e+04 2.256028e+00 6.470299e-03
3.224100e+00 1.000000e+01 1.835000e+03 3.222810e+00 4.002216e-04
1.791610e+00 6.100000e+01 5.448000e+03 1.796246e+00 2.587580e-03
2.423520e+00 4.000000e+01 2.591000e+03 2.413266e+00 4.231127e-03
1.949310e+00 5.600000e+01 1.088900e+04 1.937067e+00 6.280573e-03
1.325110e+00 8.000000e+01 6.205000e+03 1.312116e+00 9.806274e-03
2.765360e+00 2.700000e+01 3.116000e+03 2.772083e+00 2.431224e-03
1.457410e+00 7.400000e+01 8.743000e+03 1.450948e+00 4.433852e-03
2.424820e+00 3.900000e+01 8.220000e+03 2.429470e+00 1.917774e-03
1.486610e+00 7.300000e+01 1.494000e+03 1.485713e+00 6.032995e-04
2.595980e+00 3.300000e+01 7.623000e+03 2.598902e+00 1.125478e-03
1.507630e+00 7.200000e+01 2.538000e+03 1.504149e+00 2.308884e-03
2.870110e+00 2.300000e+01 3.067000e+03 2.878050e+00 2.766543e-03
2.105650e+00 5.000000e+01 5.473000e+03 2.112514e+00 3.259836e-03
2.284210e+00 4.400000e+01 6.576000e+03 2.286222e+00 8.807967e-04
2.463610e+00 3.900000e+01 2.125000e+03 2.449076e+00 5.899365e-03
2.451740e+00 3.800000e+01 1.038500e+04 2.457460e+00 2.332891e-03
2.321570e+00 4.300000e+01 9.533000e+03 2.314126e+00 3.206546e-03
2.094630e+00 5.100000e+01 6.227000e+03 2.082866e+00 5.616370e-03
3.093250e+00 1.400000e+01 1.140400e+04 3.089793e+00 1.117734e-03
3.334840e+00 4.000000e+00 1.147400e+04 3.319278e+00 4.666361e-03
2.052660e+00 5.200000e+01 2.410000e+03 2.063863e+00 5.457940e-03
3.061400e+00 1.500000e+01 5.192000e+03 3.069580e+00 2.671989e-03
2.521800e+00 3.600000e+01 5.394000e+03 2.516586e+00 2.067734e-03
3.140780e+00 1.600000e+01 1.178000e+03 3.138930e+00 5.890385e-04
2.986300e+00 1.900000e+01 3.224000e+03 2.978841e+00 2.497833e-03
1.680850e+00 6.500000e+01 6.167000e+03 1.685082e+00 2.517535e-03
1.535250e+00 7.100000e+01 5.217000e+03 1.526586e+00 5.643409e-03
3.318810e+00 5.000000e+00 4.265000e+03 3.303057e+00 4.746474e-03
1.656620e+00 6.900000e+01 6.160000e+02 1.663490e+00 4.146806e-03
2.128890e+00 5.000000e+01 8.289000e+03 2.111132e+00 8.341503e-03
1.705980e+00 6.500000e+01 1.819000e+03 1.695923e+00 5.895108e-03
2.631480e+00 3.200000e+01 3.624000e+03 2.632780e+00 4.941026e-04
3.026360e+00 1.700000e+01 4.428000e+03 3.022765e+00 1.187914e-03
1.760880e+00 6.200000e+01 3.083000e+03 1.771539e+00 6.052995e-03
2.297420e+00 4.400000e+01 3.705000e+03 2.290442e+00 3.037145e-03
2.463830e+00 3.800000e+01 9.693000e+03 2.457590e+00 2.532613e-03
2.962530e+00 1.900000e+01 3.476000e+03 2.977173e+00 4.942568e-03
3.211300e+00 9.000000e+00 8.400000e+03 3.206983e+00 1.344301e-03
3.015520e+00 1.800000e+01 2.240000e+03 3.016901e+00 4.579422e-04
1.579160e+00 6.900000e+01 7.293000e+03 1.577825e+00 8.452330e-04
3.312370e+00 7.000000e+00 1.461000e+03 3.317481e+00 1.543053e-03
1.865920e+00 5.900000e+01 2.711000e+03 1.858203e+00 4.135965e-03
3.253300e+00 7.000000e+00 3.618000e+03 3.260767e+00 2.295117e-03
2.571630e+00 3.400000e+01 9.288000e+03 2.570480e+00 4.472388e-04
2.600970e+00 3.300000e+01 4.845000e+03 2.601517e+00 2.102698e-04
1.869710e+00 6.300000e+01 6.240000e+02 1.859115e+00 5.666563e-03
2.488140e+00 3.900000e+01 1.330000e+03 2.483140e+00 2.009653e-03
2.832440e+00 2.400000e+01 1.058900e+04 2.840639e+00 2.894648e-03
2.722470e+00 2.800000e+01 8.590000e+03 2.735241e+00 4.690903e-03
3.051460e+00 1.600000e+01 5.821000e+03 3.044474e+00 2.289233e-03
2.894920e+00 2.200000e+01 3.827000e+03 2.899332e+00 1.524221e-03
1.377920e+00 7.700000e+01 3.097000e+03 1.380979e+00 2.219881e-03
3.315450e+00 5.000000e+00 2.666000e+03 3.315061e+00 1.172073e-04
2.335670e+00 4.300000e+01 1.981000e+03 2.335485e+00 7.918767e-05
1.438060e+00 7.500000e+01 2.691000e+03 1.429183e+00 6.172674e-03
2.750460e+00 2.700000e+01 5.702000e+03 2.763940e+00 4.900922e-03
1.782780e+00 6.100000e+01 1.083700e+04 1.794998e+00 6.853193e-03
1.441840e+00 7.400000e+01 4.640000e+03 1.451670e+00 6.817403e-03
3.181900e+00 1.000000e+01 7.468000e+03 3.184577e+00 8.412901e-04
3.402390e+00 1.000000e+00 6.099000e+03 3.393445e+00 2.629079e-03
2.707100e+00 3.200000e+01 1.118000e+03 2.714756e+00 2.828044e-03
1.330580e+00 7.900000e+01 1.945000e+03 1.337502e+00 5.202422e-03
1.500780e+00 7.200000e+01 9.533000e+03 1.500528e+00 1.676283e-04
2.564760e+00 3.400000e+01 9.429000e+03 2.570445e+00 2.216611e-03
1.810030e+00 6.600000e+01 5.390000e+02 1.796719e+00 7.353870e-03
1.515290e+00 7.100000e+01 2.203000e+03 1.531139e+00 1.045913e-02
2.722040e+00 3.100000e+01 1.156000e+03 2.737385e+00 5.637250e-03
2.903950e+00 2.100000e+01 1.020700e+04 2.917905e+00 4.805458e-03
2.290860e+00 4.600000e+01 1.304000e+03 2.275183e+00 6.843089e-03
2.572270e+00 3.400000e+01 4.744000e+03 2.573812e+00 5.994440e-04
3.145730e+00 1.200000e+01 3.884000e+03 3.144516e+00 3.860366e-04
1.784760e+00 6.200000e+01 2.245000e+03 1.775816e+00 5.011564e-03
3.095070e+00 1.500000e+01 2.436000e+03 3.086576e+00 2.744260e-03
3.098760e+00 1.400000e+01 8.768000e+03 3.090460e+00 2.678522e-03
1.375320e+00 7.700000e+01 3.015000e+03 1.381075e+00 4.184389e-03
3.069500e+00 1.500000e+01 3.629000e+03 3.074525e+00 1.637201e-03
3.243850e+00 8.000000e+00 3.394000e+03 3.239492e+00 1.343494e-03
1.927590e+00 5.700000e+01 2.834000e+03 1.915106e+00 6.476332e-03
2.804570e+00 2.500000e+01 6.092000e+03 2.816519e+00 4.260529e-03
2.868230e+00 2.300000e+01 5.000000e+03 2.870202e+00 6.876577e-04
3.222130e+00 8.000000e+00 7.005000e+03 3.230549e+00 2.612885e-03
1.494660e+00 7.200000e+01 3.825000e+03 1.501977e+00 4.895591e-03
2.775430e+00 2.600000e+01 7.480000e+03 2.789100e+00 4.925457e-03
1.518060e+00 7.200000e+01 1.691000e+03 1.509018e+00 5.956374e-03
2.744170e+00 2.800000e+01 8.781000e+03 2.735177e+00 3.277113e-03
2.956620e+00 1.900000e+01 7.723000e+03 2.969099e+00 4.220633e-03
2.754860e+00 2.700000e+01 8.153000e+03 2.762194e+00 2.662068e-03
2.323380e+00 4.300000e+01 6.525000e+03 2.315209e+00 3.516818e-03
1.505920e+00 7.200000e+01 7.020000e+03 1.500766e+00 3.422467e-03
3.032710e+00 1.900000e+01 1.331000e+03 3.040425e+00 2.543888e-03
1.335540e+00 7.900000e+01 1.038200e+04 1.333933e+00 1.203528e-03
3.207480e+00 9.000000e+00 8.840000e+03 3.206803e+00 2.110548e-04
1.467590e+00 7.300000e+01 1.075900e+04 1.475474e+00 5.371806e-03
1.493130e+00 7.200000e+01 1.197800e+04 1.500424e+00 4.885176e-03
1.498360e+00 7.200000e+01 1.027600e+04 1.500489e+00 1.420822e-03
2.047070e+00 5.200000e+01 5.919000e+03 2.053995e+00 3.382690e-03
2.766740e+00 2.700000e+01 1.117000e+04 2.761416e+00 1.924247e-03
2.910330e+00 2.100000e+01 1.171200e+04 2.917633e+00 2.509401e-03
1.479610e+00 7.300000e+01 1.110800e+04 1.475461e+00 2.804217e-03
3.195750e+00 1.000000e+01 3.595000e+03 3.192436e+00 1.036848e-03
3.193570e+00 1.000000e+01 8.144000e+03 3.184206e+00 2.932257e-03
1.366590e+00 7.800000e+01 8.581000e+03 1.356499e+00 7.383727e-03
1.579480e+00 6.900000e+01 1.155900e+04 1.577464e+00 1.276357e-03
2.843930e+00 2.400000e+01 8.969000e+03 2.841040e+00 1.016059e-03
3.207870e+00 9.000000e+00 1.180100e+04 3.206070e+00 5.610208e-04
1.425340e+00 7.500000e+01 3.873000e+03 1.427770e+00 1.704556e-03
1.387240e+00 7.700000e+01 3.272000e+03 1.380798e+00 4.644069e-03
1.961620e+00 5.500000e+01 3.778000e+03 1.969692e+00 4.115088e-03
2.626240e+00 3.200000e+01 7.425000e+03 2.626694e+00 1.727421e-04
3.285200e+00 6.000000e+00 1.028300e+04 3.274293e+00 3.319965e-03
2.080290e+00 5.600000e+01 6.730000e+02 2.079062e+00 5.903929e-04
2.267610e+00 4.600000e+01 1.627000e+03 2.257314e+00 4.540254e-03
2.879300e+00 2.200000e+01 1.001100e+04 2.892442e+00 4.564298e-03
3.353180e+00 3.000000e+00 4.842000e+03 3.347064e+00 1.823975e-03
2.747580e+00 2.700000e+01 1.128300e+04 2.761398e+00 5.029324e-03
3.414340e+00 0.000000e+00 5.584000e+03 3.425266e+00 3.199916e-03
1.795170e+00 6.100000e+01 1.973000e+03 1.807023e+00 6.602973e-03
3.208340e+00 9.000000e+00 1.161100e+04 3.206101e+00 6.978198e-04
1.390350e+00 7.700000e+01 3.890000e+03 1.380342e+00 7.198184e-03
1.354930e+00 7.800000e+01 3.770000e+03 1.357361e+00 1.794005e-03
2.003780e+00 5.400000e+01 6.323000e+03 1.995774e+00 3.995421e-03
3.266610e+00 7.000000e+00 4.425000e+03 3.257316e+00 2.845266e-03
3.663640e+00 3.000000e+00 7.310000e+02 3.659491e+00 1.132364e-03
2.173070e+00 4.800000e+01 2.933000e+03 2.177158e+00 1.881404e-03
2.955300e+00 1.900000e+01 8.605000e+03 2.968706e+00 4.536267e-03
2.998650e+00 1.800000e+01 8.225000e+03 2.993686e+00 1.655408e-03
2.031330e+00 5.300000e+01 6.948000e+03 2.024445e+00 3.389372e-03
2.744130e+00 2.800000e+01 8.270000e+03 2.735358e+00 3.196700e-03
2.731600e+00 2.800000e+01 2.840000e+03 2.747538e+00 5.834702e-03
2.847540e+00 2.400000e+01 8.973000e+03 2.841039e+00 2.282977e-03
2.977100e+00 1.900000e+01 6.711000e+03 2.969755e+00 2.467027e-03
2.756530e+00 2.700000e+01 6.824000e+03 2.762907e+00 2.313391e-03
3.001940e+00 2.400000e+01 9.120000e+02 2.996447e+00 1.829758e-03
1.983470e+00 5.500000e+01 4.800000e+03 1.968035e+00 7.781929e-03
1.781660e+00 6.200000e+01 3.074000e+03 1.771567e+00 5.664963e-03
1.782210e+00 6.100000e+01 1.182000e+04 1.794929e+00 7.136674e-03
3.308650e+00 5.000000e+00 5.396000e+03 3.300228e+00 2.545575e-03
2.390930e+00 4.100000e+01 3.384000e+03 2.378689e+00 5.119866e-03
1.782320e+00 6.100000e+01 9.798000e+03 1.795094e+00 7.166803e-03
2.857440e+00 2.300000e+01 7.349000e+03 2.867699e+00 3.590235e-03
