N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+16 340 3.800E-4 3.802967E+1 1.565140E+1 5.222710E-1 7.880160E+1
1.468000E+10 1.000E+16 340 3.800E-4 3.797699E+1 1.560860E+1 5.216650E-1 7.878670E+1
2.154000E+10 1.000E+16 340 3.800E-4 3.790166E+1 1.554810E+1 5.208150E-1 7.876540E+1
3.162000E+10 1.000E+16 340 3.800E-4 3.779518E+1 1.546360E+1 5.196320E-1 7.873710E+1
4.642000E+10 1.000E+16 340 3.800E-4 3.764706E+1 1.534810E+1 5.180110E-1 7.870150E+1
6.813000E+10 1.000E+16 340 3.800E-4 3.744548E+1 1.518810E+1 5.159180E-1 7.861830E+1
1.000000E+11 1.000E+16 340 3.800E-4 3.717891E+1 1.499120E+1 5.133150E-1 7.855180E+1
1.468000E+11 1.000E+16 340 3.800E-4 3.683901E+1 1.474860E+1 5.102120E-1 7.846810E+1
2.154000E+11 1.000E+16 340 3.800E-4 3.642395E+1 1.445560E+1 5.065650E-1 7.834530E+1
3.162000E+11 1.000E+16 340 3.800E-4 3.594055E+1 1.413230E+1 5.026190E-1 7.823300E+1
4.642000E+11 1.000E+16 340 3.800E-4 3.540296E+1 1.378400E+1 4.984210E-1 7.811560E+1
6.813000E+11 1.000E+16 340 3.800E-4 3.482751E+1 1.341260E+1 4.940460E-1 7.795110E+1
1.000000E+12 1.000E+16 340 3.800E-4 3.422630E+1 1.303840E+1 4.895880E-1 7.780990E+1
1.468000E+12 1.000E+16 340 3.800E-4 3.360372E+1 1.265010E+1 4.849090E-1 7.763270E+1
2.154000E+12 1.000E+16 340 3.800E-4 3.295742E+1 1.225860E+1 4.801310E-1 7.746880E+1
3.162000E+12 1.000E+16 340 3.800E-4 3.228214E+1 1.185080E+1 4.750570E-1 7.727520E+1
4.642000E+12 1.000E+16 340 3.800E-4 3.157294E+1 1.143590E+1 4.698560E-1 7.708890E+1
6.813000E+12 1.000E+16 340 3.800E-4 3.082662E+1 1.100410E+1 4.643620E-1 7.687270E+1
1.000000E+13 1.000E+16 340 3.800E-4 3.004151E+1 1.056550E+1 4.587290E-1 7.666790E+1
1.468000E+13 1.000E+16 340 3.800E-4 2.921709E+1 1.011160E+1 4.528790E-1 7.641900E+1
2.154000E+13 1.000E+16 340 3.800E-4 2.835378E+1 9.653800E+0 4.468520E-1 7.619480E+1
3.162000E+13 1.000E+16 340 3.800E-4 2.745293E+1 9.183300E+0 4.407010E-1 7.590450E+1
4.642000E+13 1.000E+16 340 3.800E-4 2.651692E+1 8.712800E+0 4.343190E-1 7.565290E+1
6.813000E+13 1.000E+16 340 3.800E-4 2.554914E+1 8.233600E+0 4.278240E-1 7.532690E+1
1.000000E+14 1.000E+16 340 3.800E-4 2.455400E+1 7.754200E+0 4.211860E-1 7.497870E+1
