T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169466141E+00 1.169600581E+0 -1.344400000E-04 1.169466141E+00 1.169600581E+0 -1.344400000E-04
295 1.176584684E+00 1.172895695E+0 3.688989000E-03 1.176584684E+00 1.172895695E+0 3.688989000E-03
300 1.174032229E+00 1.176176086E+0 -2.143857000E-03 1.174032229E+00 1.176176086E+0 -2.143857000E-03
305 1.180418445E+00 1.179407376E+0 1.011069000E-03 1.180418445E+00 1.179407376E+0 1.011069000E-03
310 1.181841063E+00 1.182506423E+0 -6.653600000E-04 1.181841063E+00 1.182506423E+0 -6.653600000E-04
315 1.182380575E+00 1.185278752E+0 -2.898177000E-03 1.182380575E+00 1.185278752E+0 -2.898177000E-03
320 1.186529101E+00 1.187287148E+0 -7.580470000E-04 1.186529101E+00 1.187287148E+0 -7.580470000E-04
325 1.188879694E+00 1.187600648E+0 1.279046000E-03 1.188879694E+00 1.187600648E+0 1.279046000E-03
330 1.179407327E+00 1.184404261E+0 -4.996934000E-03 1.179407327E+00 1.184404261E+0 -4.996934000E-03
335 1.164171149E+00 1.174698975E+0 -1.052782600E-02 1.164171149E+00 1.174698975E+0 -1.052782600E-02
340 1.151821370E+00 1.155038136E+0 -3.216766000E-03 1.151821370E+00 1.155038136E+0 -3.216766000E-03
