T nFsrh nFBsrh dnsrh nF nFB dn
290 1.170272019E+00 1.174209184E+0 -3.937165000E-03 1.170272019E+00 1.174209184E+0 -3.937165000E-03
295 1.177733513E+00 1.177601766E+0 1.317470000E-04 1.177733513E+00 1.177601766E+0 1.317470000E-04
300 1.184951900E+00 1.180992494E+0 3.959406000E-03 1.184951900E+00 1.180992494E+0 3.959406000E-03
305 1.182486067E+00 1.184366186E+0 -1.880119000E-03 1.182486067E+00 1.184366186E+0 -1.880119000E-03
310 1.188986684E+00 1.187685383E+0 1.301301000E-03 1.188986684E+00 1.187685383E+0 1.301301000E-03
315 1.189795091E+00 1.190860348E+0 -1.065257000E-03 1.189795091E+00 1.190860348E+0 -1.065257000E-03
320 1.191386536E+00 1.193683061E+0 -2.296525000E-03 1.191386536E+00 1.193683061E+0 -2.296525000E-03
325 1.195568404E+00 1.195689914E+0 -1.215100000E-04 1.195568404E+00 1.195689914E+0 -1.215100000E-04
330 1.198182940E+00 1.195902274E+0 2.280666000E-03 1.198182940E+00 1.195902274E+0 2.280666000E-03
335 1.189035167E+00 1.192429376E+0 -3.394209000E-03 1.189035167E+00 1.192429376E+0 -3.394209000E-03
340 1.173764935E+00 1.182177845E+0 -8.412910000E-03 1.173764935E+00 1.182177845E+0 -8.412910000E-03
