f G/w
1.0000000E+6 2.1136618E-5
8.9779585E+5 2.2136397E-5
8.0603739E+5 2.3228279E-5
7.2365703E+5 2.4168045E-5
6.4969628E+5 2.5414104E-5
5.8329463E+5 2.6789688E-5
5.2367949E+5 2.8300402E-5
4.7015728E+5 2.9950907E-5
4.2210526E+5 3.1760763E-5
3.7896435E+5 3.3734224E-5
3.4023262E+5 3.5888002E-5
3.0545943E+5 3.8223744E-5
2.7424021E+5 4.0827657E-5
2.4621173E+5 4.3662625E-5
2.2104787E+5 4.6669779E-5
1.9845586E+5 5.0049773E-5
1.7817285E+5 5.3671242E-5
1.5996284E+5 5.7525173E-5
1.4361398E+5 6.1736276E-5
1.2893603E+5 6.6142185E-5
1.1575824E+5 7.0819597E-5
1.0392726E+5 7.5714925E-5
9.3305466E+4 8.0773967E-5
8.3769261E+4 8.5891476E-5
7.5207695E+4 9.0987424E-5
6.7521156E+4 9.6085033E-5
6.0620214E+4 1.0101862E-4
5.4424577E+4 1.0562725E-4
4.8862159E+4 1.0999355E-4
4.3868244E+4 1.1364163E-4
3.9384728E+4 1.1667955E-4
3.5359445E+4 1.1930701E-4
3.1745563E+4 1.2141991E-4
2.8501035E+4 1.2291373E-4
2.5588111E+4 1.2399890E-4
2.2972900E+4 1.2418384E-4
2.0624974E+4 1.2458625E-4
1.8517016E+4 1.2461026E-4
1.6624501E+4 1.2531312E-4
1.4925408E+4 1.2590323E-4
1.3399969E+4 1.2682352E-4
1.2030437E+4 1.2870999E-4
1.0800876E+4 1.3078650E-4
9.6969820E+3 1.3390702E-4
8.7059100E+3 1.3774240E-4
7.8161300E+3 1.4337801E-4
7.0172890E+3 1.4910617E-4
6.3000930E+3 1.5630919E-4
5.6561970E+3 1.6503709E-4
5.0781110E+3 1.7526728E-4
4.5591070E+3 1.8703354E-4
4.0931470E+3 2.0089290E-4
3.6748100E+3 2.1630432E-4
3.2992300E+3 2.3374312E-4
2.9620350E+3 2.5278006E-4
2.6593020E+3 2.7697677E-4
2.3875110E+3 3.0315102E-4
2.1434970E+3 3.3092010E-4
1.9244230E+3 3.6296968E-4
1.7277390E+3 4.0015544E-4
1.5511570E+3 4.3816210E-4
1.3926220E+3 4.8294616E-4
1.2502900E+3 5.3264865E-4
1.1225050E+3 5.8791393E-4
1.0077810E+3 6.4984720E-4
9.0478100E+2 7.1855313E-4
8.1230900E+2 7.9279287E-4
7.2928800E+2 8.7444650E-4
6.5475100E+2 9.7099431E-4
5.8783300E+2 1.0701939E-3
5.2775400E+2 1.1756021E-3
4.7381500E+2 1.2876566E-3
4.2539000E+2 1.4296407E-3
3.8191300E+2 1.5664418E-3
3.4288000E+2 1.7160319E-3
3.0783600E+2 1.8924397E-3
2.7637400E+2 2.0728559E-3
2.4812700E+2 2.2780348E-3
2.2276800E+2 2.4804817E-3
2.0000000E+2 2.6964493E-3
