f G/w
1.0000000E+6 1.1692630E-5
8.9779585E+5 1.2220824E-5
8.0603739E+5 1.2769939E-5
7.2365703E+5 1.3308760E-5
6.4969628E+5 1.3898439E-5
5.8329463E+5 1.4550271E-5
5.2367949E+5 1.5264250E-5
4.7015728E+5 1.6047664E-5
4.2210526E+5 1.6834884E-5
3.7896435E+5 1.7707133E-5
3.4023262E+5 1.8614723E-5
3.0545943E+5 1.9594139E-5
2.7424021E+5 2.0666472E-5
2.4621173E+5 2.1768835E-5
2.2104787E+5 2.2885950E-5
1.9845586E+5 2.3935343E-5
1.7817285E+5 2.5063973E-5
1.5996284E+5 2.6192724E-5
1.4361398E+5 2.7335232E-5
1.2893603E+5 2.8396577E-5
1.1575824E+5 2.9327754E-5
1.0392726E+5 3.0152394E-5
9.3305466E+4 3.0819506E-5
8.3769261E+4 3.1239800E-5
7.5207695E+4 3.1448866E-5
6.7521156E+4 3.1455403E-5
6.0620214E+4 3.1232252E-5
5.4424577E+4 3.0821572E-5
4.8862159E+4 3.0205075E-5
4.3868244E+4 2.9317293E-5
3.9384728E+4 2.8338315E-5
3.5359445E+4 2.7332531E-5
3.1745563E+4 2.6339852E-5
2.8501035E+4 2.5196219E-5
2.5588111E+4 2.4166941E-5
2.2972900E+4 2.3097091E-5
2.0624974E+4 2.2223574E-5
1.8517016E+4 2.1358811E-5
1.6624501E+4 2.0663656E-5
1.4925408E+4 2.0271322E-5
1.3399969E+4 1.9630550E-5
1.2030437E+4 1.9346565E-5
1.0800876E+4 1.9402657E-5
9.6969820E+3 1.9510737E-5
8.7059100E+3 1.9794570E-5
7.8161300E+3 2.0302451E-5
7.0172890E+3 2.1089977E-5
6.3000930E+3 2.1892190E-5
5.6561970E+3 2.3001268E-5
5.0781110E+3 2.4431079E-5
4.5591070E+3 2.5985236E-5
4.0931470E+3 2.7820552E-5
3.6748100E+3 2.9808907E-5
3.2992300E+3 3.2368208E-5
2.9620350E+3 3.5396357E-5
2.6593020E+3 3.8309824E-5
2.3875110E+3 4.2075121E-5
2.1434970E+3 4.6061252E-5
1.9244230E+3 5.0859963E-5
1.7277390E+3 5.6648997E-5
1.5511570E+3 6.2166284E-5
1.3926220E+3 6.8909957E-5
1.2502900E+3 7.6364877E-5
1.1225050E+3 8.3284933E-5
1.0077810E+3 9.3550007E-5
9.0478100E+2 1.0347750E-4
8.1230900E+2 1.1166317E-4
7.2928800E+2 1.2734155E-4
6.5475100E+2 1.4082835E-4
5.8783300E+2 1.5506260E-4
5.2775400E+2 1.7201996E-4
4.7381500E+2 1.8936531E-4
4.2539000E+2 2.1111817E-4
3.8191300E+2 2.3169136E-4
3.4288000E+2 2.5393628E-4
3.0783600E+2 2.9112338E-4
2.7637400E+2 3.1958137E-4
2.4812700E+2 3.5058274E-4
2.2276800E+2 3.8677151E-4
2.0000000E+2 4.2512248E-4
