N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.203804795E+00 1.202939162E+00 1.202176060E+00 1.200592319E+00 1.196396015E+00 1.185218886E+00 1.158592367E+00 1.102517635E+00 1.016963528E+00 1.017620640E+00 1.020417909E+00
1.600000000E+01 1.236642582E+00 1.236425011E+00 1.237087202E+00 1.237993354E+00 1.239886294E+00 1.242025168E+00 1.244163562E+00 1.246442401E+00 1.248446238E+00 1.249471651E+00 1.249554483E+00
1.700000000E+01 1.280491923E+00 1.279730577E+00 1.280165075E+00 1.281305708E+00 1.283432037E+00 1.286249761E+00 1.289203562E+00 1.292733482E+00 1.296422407E+00 1.299603649E+00 1.302720858E+00
1.549996187E+01 1.216386619E+00 1.216284220E+00 1.216666541E+00 1.217752923E+00 1.219169027E+00 1.220336870E+00 1.221134243E+00 1.220290511E+00 1.215744326E+00 1.203932816E+00 1.177545207E+00
1.649996187E+01 1.248684983E+00 1.248666828E+00 1.249215429E+00 1.250942833E+00 1.253402932E+00 1.256087502E+00 1.259707944E+00 1.263181201E+00 1.266279887E+00 1.269477919E+00 1.272229911E+00
1.674996808E+01 1.261393991E+00 1.260894286E+00 1.261082835E+00 1.262653014E+00 1.265179073E+00 1.267766297E+00 1.271369589E+00 1.274938499E+00 1.278212883E+00 1.281786300E+00 1.284911841E+00
1.624993176E+01 1.242406487E+00 1.242523708E+00 1.243418449E+00 1.244773371E+00 1.246942835E+00 1.249617219E+00 1.252348612E+00 1.255338755E+00 1.258160134E+00 1.260302756E+00 1.262077204E+00
1.574996808E+01 1.227193794E+00 1.226499751E+00 1.226971187E+00 1.228116130E+00 1.229534429E+00 1.231182960E+00 1.232679444E+00 1.234591676E+00 1.234982567E+00 1.233505788E+00 1.228289366E+00
1.524993176E+01 1.209874423E+00 1.209476984E+00 1.209838320E+00 1.210434288E+00 1.210744287E+00 1.209676236E+00 1.205501220E+00 1.193635755E+00 1.166310279E+00 1.110710756E+00 1.015928882E+00
