N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.145000000E-05 -7.546000000E-06 -4.330000000E-06 -1.764000000E-06
1.600000000E+01 1.006630000E-04 9.504200000E-05 9.144500000E-05 8.920000000E-05
1.700000000E+01 1.657147000E-03 1.608579000E-03 1.591206000E-03 1.581679000E-03
1.549996187E+01 2.570600000E-05 2.490300000E-05 2.461200000E-05 2.450000000E-05
1.649996187E+01 3.941300000E-04 3.746660000E-04 3.644810000E-04 3.577330000E-04
1.674996808E+01 8.065430000E-04 7.753720000E-04 7.586330000E-04 7.485770000E-04
1.624993176E+01 1.964460000E-04 1.855160000E-04 1.792610000E-04 1.751090000E-04
1.574996808E+01 5.252800000E-05 4.966900000E-05 4.794200000E-05 4.695700000E-05
1.524993176E+01 6.924000000E-06 8.250000000E-06 9.440000000E-06 1.046800000E-05
