N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.707000000E-06 1.490000001E-07 1.691000000E-06 2.932000000E-06
1.600000000E+01 1.090680000E-04 1.022940000E-04 9.809500000E-05 9.558100000E-05
1.700000000E+01 1.842361000E-03 1.790165000E-03 1.774153000E-03 1.763966000E-03
1.549996187E+01 2.832000000E-05 2.675600000E-05 2.591200000E-05 2.543100000E-05
1.649996187E+01 4.404300000E-04 4.189990000E-04 4.070590000E-04 3.995610000E-04
1.674996808E+01 9.029100000E-04 8.684690000E-04 8.509190000E-04 8.392030000E-04
1.624993176E+01 2.167580000E-04 2.043840000E-04 1.971890000E-04 1.925090000E-04
1.574996808E+01 5.597300000E-05 5.235800000E-05 5.029000000E-05 4.896800000E-05
1.524993176E+01 1.179100000E-05 1.186800000E-05 1.206400000E-05 1.236400000E-05
