N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.895000000E-06 4.453000000E-06 5.005000000E-06 5.467000000E-06
1.600000000E+01 1.215100000E-04 1.134440000E-04 1.085610000E-04 1.058360000E-04
1.700000000E+01 2.034329000E-03 1.978019000E-03 1.967035000E-03 1.950170000E-03
1.549996187E+01 3.109700000E-05 2.899600000E-05 2.777900000E-05 2.705800000E-05
1.649996187E+01 4.956660000E-04 4.726400000E-04 4.588080000E-04 4.503790000E-04
1.674996808E+01 1.010411000E-03 9.739420000E-04 9.542230000E-04 9.410310000E-04
1.624993176E+01 2.437330000E-04 2.298220000E-04 2.215280000E-04 2.163440000E-04
1.574996808E+01 6.134200000E-05 5.705800000E-05 5.449400000E-05 5.298500000E-05
1.524993176E+01 1.470400000E-05 1.405900000E-05 1.372600000E-05 1.361200000E-05
