N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.471079540E-01 -1.399917220E-01 -1.328925510E-01 -1.257250250E-01
1.600000000E+01 2.877697600E-02 2.863631600E-02 2.798914300E-02 2.753120000E-02
1.700000000E+01 7.964766300E-02 8.029843300E-02 7.954417500E-02 8.024854800E-02
1.549996187E+01 -1.769288800E-02 -2.469393300E-02 -2.969833700E-02 -3.440155400E-02
1.649996187E+01 5.686726600E-02 5.853710600E-02 5.941913800E-02 6.028289100E-02
1.674996808E+01 7.118494700E-02 7.091034000E-02 7.237481000E-02 7.303083300E-02
1.624993176E+01 4.198736000E-02 4.266789300E-02 4.322096700E-02 4.327240000E-02
1.574996808E+01 1.492392900E-02 1.271769500E-02 1.070827300E-02 9.643344000E-03
1.524993176E+01 -1.122118600E-01 -1.279099150E-01 -1.424486230E-01 -1.552059700E-01
