T d154 d184 d214 d244
d 150 180 210 240
290 1.987000000E-05 1.899000000E-05 1.848400000E-05 1.817800000E-05
295 1.766400000E-05 1.687700000E-05 1.639100000E-05 1.612600000E-05
300 1.585700000E-05 1.509800000E-05 1.467400000E-05 1.442000000E-05
305 1.433100000E-05 1.363200000E-05 1.331400000E-05 1.309100000E-05
310 1.318900000E-05 1.262200000E-05 1.232300000E-05 1.224400000E-05
315 1.241300000E-05 1.207500000E-05 1.197500000E-05 1.202200000E-05
320 1.231900000E-05 1.231700000E-05 1.255900000E-05 1.288700000E-05
325 1.277700000E-05 1.348100000E-05 1.435400000E-05 1.524600000E-05
330 1.366100000E-05 1.566500000E-05 1.772300000E-05 1.966700000E-05
335 1.417200000E-05 1.839900000E-05 2.241500000E-05 2.603800000E-05
340 1.291100000E-05 2.038300000E-05 2.699500000E-05 3.268300000E-05
