T d154 d184 d214 d244
d 150 180 210 240
290 3.116400000E-05 2.839300000E-05 2.667700000E-05 2.557200000E-05
295 2.764700000E-05 2.528300000E-05 2.365900000E-05 2.263800000E-05
300 2.500600000E-05 2.262700000E-05 2.144400000E-05 2.051000000E-05
305 2.295100000E-05 2.086600000E-05 1.974000000E-05 1.889700000E-05
310 2.155400000E-05 1.981300000E-05 1.876200000E-05 1.821600000E-05
315 2.063100000E-05 1.937000000E-05 1.869300000E-05 1.839600000E-05
320 2.037700000E-05 1.971600000E-05 1.965700000E-05 1.980700000E-05
325 1.982000000E-05 2.035300000E-05 2.131600000E-05 2.241100000E-05
330 1.734900000E-05 1.992900000E-05 2.289500000E-05 2.576400000E-05
335 9.616000000E-06 1.563200000E-05 2.189700000E-05 2.780800000E-05
340 -5.474000000E-06 5.022000000E-06 1.562000000E-05 1.028800000E-05
