0.0106  8.8229E-0006
0.0199  2.7646E-0005
0.0299  4.9337E-0005
0.0399  7.1055E-0005
0.0498  9.3065E-0005
0.0598  1.1548E-0004
0.0699  1.3849E-0004
0.0800  1.6141E-0004
0.0899  1.8472E-0004
0.0998  2.0854E-0004
0.1099  2.3296E-0004
0.1201  2.5819E-0004
0.1301  2.8372E-0004
0.1400  3.0995E-0004
0.1500  3.3709E-0004
0.1600  3.6523E-0004
0.1701  3.9497E-0004
0.1801  4.2412E-0004
0.1900  4.5729E-0004
0.2001  4.9146E-0004
0.2101  5.2764E-0004
0.2200  5.6683E-0004
0.2301  6.1005E-0004
0.2403  6.5729E-0004
0.2508  7.0854E-0004
0.2604  7.6583E-0004
0.2705  8.3116E-0004
0.2806  9.0553E-0004
0.2905  9.8995E-0004
0.3006  1.0915E-0003
0.3108  1.2211E-0003
0.3207  1.3588E-0003
0.3308  1.5367E-0003
0.3407  1.7558E-0003
0.3506  2.0271E-0003
0.3604  2.3678E-0003
0.3704  2.7970E-0003
0.3799  3.3226E-0003
0.3895  3.9612E-0003
0.3991  4.7572E-0003
0.4085  5.7025E-0003
0.4179  6.8169E-0003
0.4378  9.8219E-0003
0.4488  1.1872E-0002
0.4596  1.4110E-0002
0.4702  1.6588E-0002
0.4799  1.8996E-0002
