d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.157023044E+00 1.197617215E+00 -4.059417100E-02 1.156917949E+00 1.197091227E+00 -4.017327800E-02 1.050950000E-04 5.259880000E-04
150 1.524993176E+01 1.205596131E+00 1.203963284E+00 1.632847000E-03 1.205244300E+00 1.203204023E+00 2.040277000E-03 3.518310000E-04 7.592610000E-04
150 1.549996187E+01 1.227007407E+00 1.208236275E+00 1.877113200E-02 1.226302323E+00 1.207189182E+00 1.911314100E-02 7.050840000E-04 1.047093000E-03
150 1.574996808E+01 1.240992137E+00 1.215329913E+00 2.566222400E-02 1.239672061E+00 1.213966575E+00 2.570548600E-02 1.320076000E-03 1.363338000E-03
150 1.600000000E+01 1.253603851E+00 1.221539344E+00 3.206450700E-02 1.251152607E+00 1.219854733E+00 3.129787400E-02 2.451244000E-03 1.684611000E-03
150 1.624993176E+01 1.266600918E+00 1.223189868E+00 4.341105000E-02 1.262075997E+00 1.221203499E+00 4.087249800E-02 4.524921000E-03 1.986369000E-03
150 1.649996187E+01 1.281967388E+00 1.223787679E+00 5.817970900E-02 1.273771482E+00 1.221458536E+00 5.231294600E-02 8.195906000E-03 2.329143000E-03
150 1.674996808E+01 1.299675546E+00 1.230262804E+00 6.941274200E-02 1.285380380E+00 1.227396344E+00 5.798403600E-02 1.429516600E-02 2.866460000E-03
150 1.700000000E+01 1.319886776E+00 1.244579639E+00 7.530713700E-02 1.296355991E+00 1.240882587E+00 5.547340400E-02 2.353078500E-02 3.697052000E-03
180 1.500000000E+01 1.148185994E+00 1.194640696E+00 -4.645470200E-02 1.148101887E+00 1.194211129E+00 -4.610924200E-02 8.410700000E-05 4.295670000E-04
180 1.524993176E+01 1.200848313E+00 1.201072225E+00 -2.239120000E-04 1.200545941E+00 1.200447332E+00 9.860900000E-05 3.023720000E-04 6.248930000E-04
180 1.549996187E+01 1.222872338E+00 1.205499434E+00 1.737290400E-02 1.222270183E+00 1.204614229E+00 1.765595400E-02 6.021550000E-04 8.852050000E-04
180 1.574996808E+01 1.238152291E+00 1.212641797E+00 2.551049400E-02 1.237034426E+00 1.211450774E+00 2.558365200E-02 1.117865000E-03 1.191023000E-03
180 1.600000000E+01 1.250796754E+00 1.218893523E+00 3.190323100E-02 1.248721793E+00 1.217433893E+00 3.128790000E-02 2.074961000E-03 1.459630000E-03
180 1.624993176E+01 1.263796840E+00 1.220642785E+00 4.315405500E-02 1.259927441E+00 1.218863134E+00 4.106430700E-02 3.869399000E-03 1.779651000E-03
180 1.649996187E+01 1.278204519E+00 1.221266589E+00 5.693793000E-02 1.271047402E+00 1.219106545E+00 5.194085700E-02 7.157117000E-03 2.160044000E-03
180 1.674996808E+01 1.294447153E+00 1.227995049E+00 6.645210400E-02 1.281648846E+00 1.225265509E+00 5.638333700E-02 1.279830700E-02 2.729540000E-03
180 1.700000000E+01 1.315664323E+00 1.242811202E+00 7.285312100E-02 1.294013747E+00 1.239215097E+00 5.479865000E-02 2.165057600E-02 3.596105000E-03
210 1.500000000E+01 1.139819837E+00 1.191907769E+00 -5.208793200E-02 1.139749960E+00 1.191540140E+00 -5.179018000E-02 6.987700000E-05 3.676290000E-04
210 1.524993176E+01 1.197010714E+00 1.198564488E+00 -1.553774000E-03 1.196740645E+00 1.198026967E+00 -1.286322000E-03 2.700690000E-04 5.375210000E-04
210 1.549996187E+01 1.220815677E+00 1.203093809E+00 1.772186800E-02 1.220279748E+00 1.202320630E+00 1.795911800E-02 5.359290000E-04 7.731790000E-04
210 1.574996808E+01 1.234897204E+00 1.210264257E+00 2.463294700E-02 1.233910605E+00 1.209195832E+00 2.471477300E-02 9.865990000E-04 1.068425000E-03
210 1.600000000E+01 1.248473233E+00 1.216804171E+00 3.166906200E-02 1.246647491E+00 1.215452597E+00 3.119489400E-02 1.825742000E-03 1.351574000E-03
210 1.624993176E+01 1.261360621E+00 1.218567313E+00 4.279330800E-02 1.257936072E+00 1.216920036E+00 4.101603600E-02 3.424549000E-03 1.647277000E-03
210 1.649996187E+01 1.275909665E+00 1.219489244E+00 5.642042100E-02 1.269482441E+00 1.217408038E+00 5.207440300E-02 6.427224000E-03 2.081206000E-03
210 1.674996808E+01 1.292350868E+00 1.226651464E+00 6.569940400E-02 1.280610586E+00 1.223895702E+00 5.671488400E-02 1.174028200E-02 2.755762000E-03
210 1.700000000E+01 1.311769674E+00 1.241987462E+00 6.978221200E-02 1.291396866E+00 1.238446461E+00 5.295040500E-02 2.037280800E-02 3.541001000E-03
240 1.500000000E+01 1.131119953E+00 1.189392833E+00 -5.827288000E-02 1.131061179E+00 1.189068436E+00 -5.800725700E-02 5.877400000E-05 3.243970000E-04
