0.0107  4.4916E-0006
0.0206  9.3581E-0006
0.0319  1.4897E-0005
0.0433  2.2227E-0005
0.0533  2.8804E-0005
0.0634  3.6193E-0005
0.0735  4.4254E-0005
0.0834  5.3156E-0005
0.0933  6.3116E-0005
0.1034  7.4372E-0005
0.1134  8.6834E-0005
0.1234  1.0090E-0004
0.1334  1.1648E-0004
0.1434  1.3427E-0004
0.1546  1.5698E-0004
0.1634  1.7668E-0004
0.1733  2.0191E-0004
0.1833  2.3045E-0004
0.1934  2.6271E-0004
0.2046  3.0141E-0004
0.2133  3.3970E-0004
0.2234  3.8553E-0004
0.2333  4.3668E-0004
0.2433  4.9598E-0004
0.2540  5.6231E-0004
0.2635  6.3970E-0004
0.2735  7.2613E-0004
0.2835  8.2462E-0004
0.2936  9.3618E-0004
0.3035  1.0658E-0003
0.3137  1.2347E-0003
0.3236  1.3814E-0003
0.3335  1.5774E-0003
0.3435  1.8025E-0003
0.3533  2.0628E-0003
0.3646  2.4075E-0003
0.3755  2.8025E-0003
0.3853  3.2196E-0003
0.3956  3.6859E-0003
0.4047  4.2249E-0003
0.4143  4.8418E-0003
0.4241  5.5383E-0003
0.4337  6.3144E-0003
0.4432  7.1701E-0003
0.4518  8.0159E-0003
0.4617  9.1900E-0003
0.4706  1.0135E-0002
0.4798  1.1309E-0002
0.4888  1.2553E-0002
0.4990  1.4066E-0002
0.5090  1.5628E-0002
0.5178  1.7081E-0002
0.5288  1.9001E-0002
