fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:25 300.5 38.58 1.000E+000 2.655E+000 1.616E-005 1.342E+004 2.667E+000 1.857E-008 1.127E-003 
00T2 7:43 305.2 37.99 1.000E+000 2.792E+000 1.376E-005 1.164E+004 2.658E+000 2.098E-008 7.305E-004 
00T3 7:56 307.5 37.7 1.000E+000 3.047E+000 1.180E-005 1.178E+004 2.667E+000 2.205E-008 5.598E-004 
00T4 8:10 309.8 37.42 1.000E+000 3.136E+000 1.134E-005 1.061E+004 2.658E+000 2.342E-008 7.129E-004 
00T5 8:22 312.8 37.07 1.000E+000 3.234E+000 1.078E-005 9.502E+003 2.651E+000 2.528E-008 6.914E-004 
00T6 8:36 315.6 36.74 1.000E+000 3.290E+000 1.061E-005 7.858E+003 2.640E+000 2.733E-008 6.335E-004 
00T7 8:53 318.6 36.39 1.000E+000 3.983E+000 1.044E-005 7.072E+003 2.631E+000 2.992E-008 1.015E-003 
00T8 9:10 321.8 36.03 1.000E+000 3.847E+000 1.045E-005 6.533E+003 2.637E+000 3.206E-008 8.640E-004 
00T9 9:28 324.5 35.73 1.000E+000 4.284E+000 1.078E-005 5.611E+003 2.616E+000 3.554E-008 7.777E-004 
0T10 9:43 328.5 35.29 1.000E+000 4.025E+000 1.214E-005 3.680E+003 2.548E+000 4.311E-008 4.968E-004 
0T11 9:57 331.3 35 1.000E+000 3.732E+000 1.433E-005 3.289E+003 2.533E+000 4.663E-008 7.602E-004 
0T12 10:18 335.2 34.59 1.000E+000 4.384E+000 1.548E-005 2.515E+003 2.482E+000 5.515E-008 7.410E-004 
