T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.189348298E+00 1.192147033E+00 -2.798735000E-03 1.189127570E+00 1.191533174E+00 -2.405604000E-03 2.207280000E-04 6.138590000E-04
290 1.549996187E+01 1.221036937E+00 1.198999719E+00 2.203721800E-02 1.220184578E+00 1.197832690E+00 2.235188800E-02 8.523590000E-04 1.167029000E-03
290 1.600000000E+01 1.244599730E+00 1.211284192E+00 3.331553800E-02 1.241528605E+00 1.209504789E+00 3.202381600E-02 3.071125000E-03 1.779403000E-03
290 1.649996187E+01 1.272542871E+00 1.212642682E+00 5.990018900E-02 1.261924907E+00 1.210102555E+00 5.182235200E-02 1.061796400E-02 2.540127000E-03
290 1.700000000E+01 1.310467997E+00 1.234836916E+00 7.563108100E-02 1.280168904E+00 1.230775556E+00 4.939334800E-02 3.029909300E-02 4.061360000E-03
295 1.500000000E+01 1.172950150E+00 1.053009877E+00 1.199402730E-01 1.172768527E+00 1.052068462E+00 1.207000650E-01 1.816230000E-04 9.414150000E-04
295 1.549996187E+01 1.221439554E+00 1.053189570E+00 1.682499840E-01 1.220642684E+00 1.051340949E+00 1.693017350E-01 7.968700000E-04 1.848621000E-03
295 1.600000000E+01 1.246221662E+00 1.047365274E+00 1.988563880E-01 1.243454252E+00 1.044587106E+00 1.988671460E-01 2.767410000E-03 2.778168000E-03
295 1.649996187E+01 1.273562323E+00 1.040872623E+00 2.326897000E-01 1.264087225E+00 1.037191029E+00 2.268961960E-01 9.475098000E-03 3.681594000E-03
295 1.700000000E+01 1.310282515E+00 1.038616739E+00 2.716657760E-01 1.282963256E+00 1.033574629E+00 2.493886270E-01 2.731925900E-02 5.042110000E-03
300 1.500000000E+01 1.137417645E+00 1.191800459E+00 -5.438281400E-02 1.137316468E+00 1.191266342E+00 -5.394987400E-02 1.011770000E-04 5.341170000E-04
300 1.549996187E+01 1.220408331E+00 1.202932586E+00 1.747574500E-02 1.219631362E+00 1.201818596E+00 1.781276600E-02 7.769690000E-04 1.113990000E-03
300 1.600000000E+01 1.248179614E+00 1.216435140E+00 3.174447400E-02 1.245590514E+00 1.214501977E+00 3.108853700E-02 2.589100000E-03 1.933163000E-03
300 1.649996187E+01 1.275504621E+00 1.218427215E+00 5.707740600E-02 1.266877271E+00 1.215476201E+00 5.140107000E-02 8.627350000E-03 2.951014000E-03
300 1.700000000E+01 1.311171793E+00 1.239521341E+00 7.165045200E-02 1.286224020E+00 1.234444861E+00 5.177915900E-02 2.494777300E-02 5.076480000E-03
305 1.500000000E+01 1.068326260E+00 1.022046698E+00 4.627956200E-02 1.068399024E+00 1.021757736E+00 4.664128800E-02 -7.276400000E-05 2.889620000E-04
305 1.549996187E+01 1.215729667E+00 1.063379435E+00 1.523502320E-01 1.214952483E+00 1.061349131E+00 1.536033520E-01 7.771840000E-04 2.030304000E-03
305 1.600000000E+01 1.249589565E+00 1.060490419E+00 1.890991460E-01 1.247052033E+00 1.057064567E+00 1.899874660E-01 2.537532000E-03 3.425852000E-03
305 1.649996187E+01 1.277915121E+00 1.053354748E+00 2.245603730E-01 1.269791533E+00 1.048539568E+00 2.212519650E-01 8.123588000E-03 4.815180000E-03
305 1.700000000E+01 1.313082012E+00 1.049745633E+00 2.633363790E-01 1.289853139E+00 1.043107350E+00 2.467457890E-01 2.322887300E-02 6.638283000E-03
310 1.500000000E+01 1.013712176E+00 1.177333431E+00 -1.636212550E-01 1.013522401E+00 1.176866402E+00 -1.633440010E-01 1.897750000E-04 4.670290000E-04
