T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.195581832E+00 1.193396631E+00 2.185201000E-03 1.195545236E+00 1.193297564E+00 2.247672000E-03 3.659600000E-05 9.906700000E-05
290 1.524993176E+01 1.212138871E+00 1.197401768E+00 1.473710300E-02 1.212063779E+00 1.197257856E+00 1.480592300E-02 7.509200000E-05 1.439120000E-04
290 1.549996187E+01 1.223988723E+00 1.201272343E+00 2.271638000E-02 1.223841812E+00 1.201072399E+00 2.276941300E-02 1.469110000E-04 1.999440000E-04
290 1.574996808E+01 1.235024610E+00 1.209111272E+00 2.591333800E-02 1.234735766E+00 1.208841240E+00 2.589452600E-02 2.888440000E-04 2.700320000E-04
290 1.600000000E+01 1.248343028E+00 1.215991679E+00 3.235134900E-02 1.247766500E+00 1.215647848E+00 3.211865200E-02 5.765280000E-04 3.438310000E-04
290 1.624993176E+01 1.262271862E+00 1.219013125E+00 4.325873700E-02 1.261105865E+00 1.218575684E+00 4.253018100E-02 1.165997000E-03 4.374410000E-04
290 1.649996187E+01 1.278113725E+00 1.222368640E+00 5.574508500E-02 1.275738776E+00 1.221782685E+00 5.395609100E-02 2.374949000E-03 5.859550000E-04
290 1.674996808E+01 1.296600384E+00 1.232865289E+00 6.373509500E-02 1.291802498E+00 1.232054451E+00 5.974804700E-02 4.797886000E-03 8.108380000E-04
290 1.700000000E+01 1.318306037E+00 1.250689618E+00 6.761641900E-02 1.308901502E+00 1.249558611E+00 5.934289100E-02 9.404535000E-03 1.131007000E-03
295 1.500000000E+01 1.184562462E+00 1.193512715E+00 -8.950253000E-03 1.184532325E+00 1.193422146E+00 -8.889821000E-03 3.013700000E-05 9.056900000E-05
295 1.524993176E+01 1.210143046E+00 1.198380900E+00 1.176214600E-02 1.210074441E+00 1.198248298E+00 1.182614300E-02 6.860500000E-05 1.326020000E-04
295 1.549996187E+01 1.224658834E+00 1.202902854E+00 2.175598000E-02 1.224525201E+00 1.202715007E+00 2.181019400E-02 1.336330000E-04 1.878470000E-04
295 1.574996808E+01 1.236410573E+00 1.210575681E+00 2.583489200E-02 1.236152313E+00 1.210320226E+00 2.583208700E-02 2.582600000E-04 2.554550000E-04
295 1.600000000E+01 1.249636946E+00 1.218057414E+00 3.157953200E-02 1.249127900E+00 1.217720586E+00 3.140731400E-02 5.090460000E-04 3.368280000E-04
295 1.624993176E+01 1.263124484E+00 1.221271708E+00 4.185277600E-02 1.262098898E+00 1.220846647E+00 4.125225100E-02 1.025586000E-03 4.250610000E-04
295 1.649996187E+01 1.278546606E+00 1.224891787E+00 5.365481900E-02 1.276447105E+00 1.224324351E+00 5.212275400E-02 2.099501000E-03 5.674360000E-04
295 1.674996808E+01 1.296434937E+00 1.235094628E+00 6.134030900E-02 1.292147084E+00 1.234316859E+00 5.783022500E-02 4.287853000E-03 7.777690000E-04
