T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.188355980E+00 1.191996248E+00 -3.640268000E-03 1.187676403E+00 1.190160477E+00 -2.484074000E-03 6.795770000E-04 1.835771000E-03
290 1.524993176E+01 1.208200190E+00 1.195530276E+00 1.266991400E-02 1.206846404E+00 1.193000227E+00 1.384617700E-02 1.353786000E-03 2.530049000E-03
290 1.549996187E+01 1.220637152E+00 1.198711747E+00 2.192540500E-02 1.218137861E+00 1.195363622E+00 2.277423900E-02 2.499291000E-03 3.348125000E-03
290 1.574996808E+01 1.231415328E+00 1.205456969E+00 2.595835900E-02 1.226903678E+00 1.201258997E+00 2.564468100E-02 4.511650000E-03 4.197972000E-03
290 1.600000000E+01 1.244105232E+00 1.210624270E+00 3.348096200E-02 1.236145199E+00 1.205721297E+00 3.042390200E-02 7.960033000E-03 4.902973000E-03
290 1.624993176E+01 1.257124402E+00 1.211048314E+00 4.607608800E-02 1.243613580E+00 1.205367782E+00 3.824579800E-02 1.351082200E-02 5.680532000E-03
290 1.649996187E+01 1.271787130E+00 1.210824711E+00 6.096241900E-02 1.250026190E+00 1.204020107E+00 4.600608300E-02 2.176094000E-02 6.804604000E-03
290 1.674996808E+01 1.288907048E+00 1.216745942E+00 7.216110600E-02 1.255860857E+00 1.208337674E+00 4.752318300E-02 3.304619100E-02 8.408268000E-03
290 1.700000000E+01 1.309357785E+00 1.230056924E+00 7.930086100E-02 1.261742161E+00 1.219317489E+00 4.242467200E-02 4.761562400E-02 1.073943500E-02
295 1.500000000E+01 1.171033964E+00 1.192199691E+00 -2.116572700E-02 1.170470074E+00 1.190497651E+00 -2.002757700E-02 5.638900000E-04 1.702040000E-03
295 1.524993176E+01 1.204484876E+00 1.196704678E+00 7.780198000E-03 1.203202090E+00 1.194340873E+00 8.861217000E-03 1.282786000E-03 2.363805000E-03
295 1.549996187E+01 1.220981127E+00 1.200647065E+00 2.033406200E-02 1.218611729E+00 1.197414631E+00 2.119709800E-02 2.369398000E-03 3.232434000E-03
295 1.574996808E+01 1.232944225E+00 1.207263395E+00 2.568083000E-02 1.228737131E+00 1.203194255E+00 2.554287600E-02 4.207094000E-03 4.069140000E-03
295 1.600000000E+01 1.245766561E+00 1.213193779E+00 3.257278200E-02 1.238442105E+00 1.208155841E+00 3.028626400E-02 7.324456000E-03 5.037938000E-03
295 1.624993176E+01 1.258507405E+00 1.213997089E+00 4.451031600E-02 1.246147414E+00 1.207933191E+00 3.821422300E-02 1.235999100E-02 6.063898000E-03
295 1.649996187E+01 1.272888076E+00 1.214057029E+00 5.883104700E-02 1.252936444E+00 1.206546243E+00 4.639020100E-02 1.995163200E-02 7.510786000E-03
295 1.674996808E+01 1.289514052E+00 1.219733519E+00 6.978053300E-02 1.258992207E+00 1.210043153E+00 4.894905400E-02 3.052184500E-02 9.690366000E-03
295 1.700000000E+01 1.309277440E+00 1.232496823E+00 7.678061700E-02 1.264805513E+00 1.219987771E+00 4.481774200E-02 4.447192700E-02 1.250905200E-02
300 1.500000000E+01 1.133660594E+00 1.191641215E+00 -5.798062100E-02 1.133343527E+00 1.190024004E+00 -5.668047700E-02 3.170670000E-04 1.617211000E-03
300 1.524993176E+01 1.194788976E+00 1.198279247E+00 -3.490271000E-03 1.193573178E+00 1.195957193E+00 -2.384015000E-03 1.215798000E-03 2.322054000E-03
300 1.549996187E+01 1.219780998E+00 1.202652878E+00 1.712812000E-02 1.217435333E+00 1.199468666E+00 1.796666700E-02 2.345665000E-03 3.184212000E-03
300 1.574996808E+01 1.234152164E+00 1.209622050E+00 2.453011400E-02 1.230037712E+00 1.205369008E+00 2.466870400E-02 4.114452000E-03 4.253042000E-03
300 1.600000000E+01 1.247737934E+00 1.215822572E+00 3.191536200E-02 1.240693925E+00 1.210448478E+00 3.024544700E-02 7.044009000E-03 5.374094000E-03
300 1.624993176E+01 1.260522619E+00 1.216999031E+00 4.352358800E-02 1.248760180E+00 1.210276535E+00 3.848364500E-02 1.176243900E-02 6.722496000E-03
300 1.649996187E+01 1.274895746E+00 1.216637497E+00 5.825824900E-02 1.255950619E+00 1.208176808E+00 4.777381100E-02 1.894512700E-02 8.460689000E-03
300 1.674996808E+01 1.291102184E+00 1.221740286E+00 6.936189800E-02 1.261960514E+00 1.210669574E+00 5.129094000E-02 2.914167000E-02 1.107071200E-02
300 1.700000000E+01 1.310268025E+00 1.234532908E+00 7.573511700E-02 1.267317517E+00 1.219492598E+00 4.782491900E-02 4.295050800E-02 1.504031000E-02
305 1.500000000E+01 1.061530183E+00 1.188078814E+00 -1.265486310E-01 1.061752932E+00 1.186531773E+00 -1.247788410E-01 -2.227490000E-04 1.547041000E-03
305 1.524993176E+01 1.172657178E+00 1.199303686E+00 -2.664650800E-02 1.171603625E+00 1.196941658E+00 -2.533803300E-02 1.053553000E-03 2.362028000E-03
305 1.549996187E+01 1.214724534E+00 1.204834076E+00 9.890458000E-03 1.212344744E+00 1.201385950E+00 1.095879400E-02 2.379790000E-03 3.448126000E-03
305 1.574996808E+01 1.234392446E+00 1.212016014E+00 2.237643200E-02 1.230176424E+00 1.207386974E+00 2.278945000E-02 4.216022000E-03 4.629040000E-03
305 1.600000000E+01 1.249124628E+00 1.217891065E+00 3.123356300E-02 1.242007718E+00 1.212045358E+00 2.996236000E-02 7.116910000E-03 5.845707000E-03
305 1.624993176E+01 1.262978439E+00 1.219342526E+00 4.363591300E-02 1.251230213E+00 1.211762937E+00 3.946727600E-02 1.174822600E-02 7.579589000E-03
305 1.649996187E+01 1.277350040E+00 1.219539273E+00 5.781076700E-02 1.258525048E+00 1.209574554E+00 4.895049400E-02 1.882499200E-02 9.964719000E-03
