T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.203500801E+00 1.196163540E+00 7.337261000E-03 1.203485665E+00 1.196126769E+00 7.358896000E-03 1.513600000E-05 3.677100000E-05
290 1.524993176E+01 1.217663560E+00 1.200967023E+00 1.669653700E-02 1.217632632E+00 1.200911467E+00 1.672116500E-02 3.092800000E-05 5.555600000E-05
290 1.549996187E+01 1.229403210E+00 1.205976415E+00 2.342679500E-02 1.229341581E+00 1.205895157E+00 2.344642400E-02 6.162900000E-05 8.125800000E-05
290 1.574996808E+01 1.241080463E+00 1.215275408E+00 2.580505500E-02 1.240957190E+00 1.215158035E+00 2.579915500E-02 1.232730000E-04 1.173730000E-04
290 1.600000000E+01 1.255406829E+00 1.223887746E+00 3.151908300E-02 1.255157971E+00 1.223725724E+00 3.143224700E-02 2.488580000E-04 1.620220000E-04
290 1.624993176E+01 1.270622890E+00 1.228700770E+00 4.192212000E-02 1.270116570E+00 1.228475953E+00 4.164061700E-02 5.063200000E-04 2.248170000E-04
290 1.649996187E+01 1.287966766E+00 1.233771667E+00 5.419509900E-02 1.286932874E+00 1.233447247E+00 5.348562700E-02 1.033892000E-03 3.244200000E-04
290 1.674996808E+01 1.308001421E+00 1.245567330E+00 6.243409100E-02 1.305906460E+00 1.245098602E+00 6.080785800E-02 2.094961000E-03 4.687280000E-04
290 1.700000000E+01 1.330948332E+00 1.264299343E+00 6.664898900E-02 1.326800202E+00 1.263634928E+00 6.316527400E-02 4.148130000E-03 6.644150000E-04
295 1.500000000E+01 1.197533648E+00 1.196026297E+00 1.507351000E-03 1.197520865E+00 1.195993138E+00 1.527727000E-03 1.278300000E-05 3.315900000E-05
295 1.524993176E+01 1.216819903E+00 1.201533066E+00 1.528683700E-02 1.216792414E+00 1.201482712E+00 1.530970200E-02 2.748900000E-05 5.035400000E-05
295 1.549996187E+01 1.230044711E+00 1.207046410E+00 2.299830100E-02 1.229990255E+00 1.206971888E+00 2.301836700E-02 5.445600000E-05 7.452200000E-05
295 1.574996808E+01 1.242005424E+00 1.216050653E+00 2.595477100E-02 1.241897428E+00 1.215943547E+00 2.595388100E-02 1.079960000E-04 1.071060000E-04
