T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.209819648E+00 1.199992603E+00 9.827045000E-03 1.209809936E+00 1.199971449E+00 9.838487000E-03 9.712000000E-06 2.115400000E-05
290 1.524993176E+01 1.223332340E+00 1.205678699E+00 1.765364100E-02 1.223312561E+00 1.205645609E+00 1.766695200E-02 1.977900000E-05 3.309000000E-05
290 1.549996187E+01 1.235490300E+00 1.211817544E+00 2.367275600E-02 1.235450586E+00 1.211766605E+00 2.368398100E-02 3.971400000E-05 5.093900000E-05
290 1.574996808E+01 1.247971189E+00 1.222259004E+00 2.571218500E-02 1.247891554E+00 1.222182163E+00 2.570939100E-02 7.963500000E-05 7.684100000E-05
290 1.600000000E+01 1.263296845E+00 1.231912705E+00 3.138414000E-02 1.263137008E+00 1.231801573E+00 3.133543500E-02 1.598370000E-04 1.111320000E-04
290 1.624993176E+01 1.279636770E+00 1.237531404E+00 4.210536600E-02 1.279315972E+00 1.237371448E+00 4.194452400E-02 3.207980000E-04 1.599560000E-04
290 1.649996187E+01 1.298136153E+00 1.243348036E+00 5.478811700E-02 1.297494470E+00 1.243113273E+00 5.438119700E-02 6.416830000E-04 2.347630000E-04
290 1.674996808E+01 1.319200326E+00 1.255753806E+00 6.344652000E-02 1.317932790E+00 1.255414155E+00 6.251863500E-02 1.267536000E-03 3.396510000E-04
290 1.700000000E+01 1.342834037E+00 1.275013531E+00 6.782050600E-02 1.340388945E+00 1.274535114E+00 6.585383100E-02 2.445092000E-03 4.784170000E-04
295 1.500000000E+01 1.205834505E+00 1.199440101E+00 6.394404000E-03 1.205826210E+00 1.199421240E+00 6.404970000E-03 8.295000000E-06 1.886100000E-05
295 1.524993176E+01 1.222657961E+00 1.205688542E+00 1.696941900E-02 1.222640708E+00 1.205659082E+00 1.698162600E-02 1.725300000E-05 2.946000000E-05
