N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.192717793E+00 1.178208679E+00 1.146432275E+00 1.083679580E+00 1.014849021E+00 1.015509538E+00 1.018209281E+00 1.023592466E+00 1.032544839E+00 1.045961755E+00 1.064478094E+00
1.600000000E+01 1.243933539E+00 1.245532568E+00 1.247640079E+00 1.249531765E+00 1.251119571E+00 1.251407558E+00 1.249369795E+00 1.243129005E+00 1.229722330E+00 1.204363024E+00 1.160606036E+00
1.700000000E+01 1.282502767E+00 1.285280634E+00 1.288781210E+00 1.292824769E+00 1.296651871E+00 1.300201756E+00 1.303222797E+00 1.305270644E+00 1.305650126E+00 1.305079638E+00 1.302694027E+00
1.549996187E+01 1.222131212E+00 1.222547915E+00 1.221714041E+00 1.217767323E+00 1.207677840E+00 1.185790388E+00 1.143367668E+00 1.069805166E+00 1.010053016E+00 1.010551923E+00 1.012136256E+00
1.649996187E+01 1.263741264E+00 1.265686885E+00 1.268329676E+00 1.271356538E+00 1.274575655E+00 1.277601835E+00 1.280374594E+00 1.281946174E+00 1.282095154E+00 1.280207511E+00 1.275372356E+00
1.674996808E+01 1.272465534E+00 1.274703481E+00 1.277691328E+00 1.281160739E+00 1.284928681E+00 1.288326760E+00 1.291525231E+00 1.293671592E+00 1.294752664E+00 1.294380683E+00 1.292129708E+00
1.624993176E+01 1.254089697E+00 1.255926269E+00 1.258192256E+00 1.260777126E+00 1.263371701E+00 1.265603160E+00 1.267005485E+00 1.266602892E+00 1.263465365E+00 1.255960442E+00 1.241420065E+00
1.574996808E+01 1.233727590E+00 1.235033309E+00 1.236330679E+00 1.236925685E+00 1.235059173E+00 1.230042865E+00 1.218091691E+00 1.193875591E+00 1.149578945E+00 1.074933911E+00 1.008186717E+00
1.524993176E+01 1.210832640E+00 1.207830194E+00 1.199817381E+00 1.181370771E+00 1.143266450E+00 1.073025244E+00 1.012237278E+00 1.012881012E+00 1.015042569E+00 1.019200516E+00 1.025986397E+00
