N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.185754283E+00 1.166470439E+00 1.127715327E+00 1.053507274E+00 1.012462218E+00 1.013504066E+00 1.016459252E+00 1.021993267E+00 1.031010639E+00 1.044451814E+00 1.063014719E+00
1.600000000E+01 1.238314488E+00 1.240415277E+00 1.242627253E+00 1.244641088E+00 1.245710589E+00 1.245074347E+00 1.241519133E+00 1.232758561E+00 1.215600025E+00 1.184773286E+00 1.133652308E+00
1.700000000E+01 1.279472375E+00 1.282305634E+00 1.285639957E+00 1.289297598E+00 1.292650795E+00 1.295713317E+00 1.298074572E+00 1.299274015E+00 1.299357307E+00 1.297576424E+00 1.293953022E+00
1.549996187E+01 1.218269618E+00 1.218506065E+00 1.217008711E+00 1.211612161E+00 1.198670207E+00 1.171532207E+00 1.120616407E+00 1.035965375E+00 1.008603467E+00 1.009316645E+00 1.011051745E+00
1.649996187E+01 1.260194715E+00 1.262500987E+00 1.265311985E+00 1.268331312E+00 1.271207032E+00 1.273770525E+00 1.275618754E+00 1.276092366E+00 1.274947953E+00 1.271375769E+00 1.264501804E+00
1.674996808E+01 1.269960145E+00 1.272520513E+00 1.275641752E+00 1.279052077E+00 1.282397625E+00 1.285093551E+00 1.287396729E+00 1.288650200E+00 1.288693805E+00 1.287144465E+00 1.283404153E+00
1.624993176E+01 1.249710293E+00 1.252028963E+00 1.254641138E+00 1.257294130E+00 1.259595267E+00 1.260704373E+00 1.261026109E+00 1.259270955E+00 1.254112598E+00 1.243969303E+00 1.224371038E+00
1.574996808E+01 1.228571574E+00 1.230134175E+00 1.231368848E+00 1.231513075E+00 1.229279756E+00 1.222221083E+00 1.206745070E+00 1.176757153E+00 1.124325279E+00 1.041281557E+00 1.007067634E+00
1.524993176E+01 1.206028308E+00 1.202090889E+00 1.191800161E+00 1.168783908E+00 1.122701980E+00 1.040842807E+00 1.010380057E+00 1.011307096E+00 1.013659565E+00 1.017930445E+00 1.024768622E+00
