N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.189127570E+00 1.172768513E+00 1.137316468E+00 1.068399017E+00 1.013522401E+00 1.014403111E+00 1.017242903E+00 1.022729516E+00 1.031741532E+00 1.045194834E+00 1.063764655E+00
1.600000000E+01 1.241528605E+00 1.243454285E+00 1.245590514E+00 1.247052000E+00 1.248304794E+00 1.248138414E+00 1.245194831E+00 1.237670309E+00 1.220881930E+00 1.192589065E+00 1.144803217E+00
1.700000000E+01 1.280168904E+00 1.282960017E+00 1.286224020E+00 1.289839011E+00 1.293535469E+00 1.296959101E+00 1.299665084E+00 1.301552518E+00 1.301899651E+00 1.300684782E+00 1.297631108E+00
1.549996187E+01 1.220184578E+00 1.220642737E+00 1.219631362E+00 1.214952483E+00 1.203303663E+00 1.178471032E+00 1.131533453E+00 1.051830945E+00 1.009240053E+00 1.009864675E+00 1.011542261E+00
1.649996187E+01 1.261924907E+00 1.264086796E+00 1.266877271E+00 1.269791299E+00 1.272796652E+00 1.275532256E+00 1.277655332E+00 1.278722170E+00 1.278359163E+00 1.275647725E+00 1.269741832E+00
1.674996808E+01 1.271302917E+00 1.273746162E+00 1.276763682E+00 1.280130474E+00 1.283513458E+00 1.286685023E+00 1.289365998E+00 1.291135945E+00 1.291875431E+00 1.290873757E+00 1.287812876E+00
1.624993176E+01 1.251944176E+00 1.253883990E+00 1.256275023E+00 1.258914223E+00 1.261475188E+00 1.263239645E+00 1.264020802E+00 1.262814911E+00 1.258706881E+00 1.249830592E+00 1.233353831E+00
1.574996808E+01 1.230220765E+00 1.231876254E+00 1.233182650E+00 1.233529888E+00 1.231669863E+00 1.225497857E+00 1.211697690E+00 1.184436896E+00 1.135698137E+00 1.057085228E+00 1.007564162E+00
1.524993176E+01 1.208252301E+00 1.204827377E+00 1.195750216E+00 1.174881438E+00 1.132506858E+00 1.055804468E+00 1.011196577E+00 1.012005580E+00 1.014283681E+00 1.018518412E+00 1.025351938E+00
