X Y Xfit Yfit
2.3397800E+1 1.4210100E+2 2.4808731E+1 1.3633055E+2
2.5958300E+1 1.5481500E+2 2.6597660E+1 1.4954992E+2
2.8692100E+1 1.6862600E+2 2.8692100E+1 1.6394860E+2
3.1599100E+1 1.8355700E+2 3.1129174E+1 1.7960749E+2
3.4746600E+1 1.9975800E+2 3.3944969E+1 1.9660915E+2
3.8149200E+1 2.1747200E+2 3.7172308E+1 2.1503827E+2
4.1906100E+1 2.3663500E+2 4.0838052E+1 2.3498282E+2
4.5934600E+1 2.5746700E+2 4.4960117E+1 2.5653622E+2
5.0345800E+1 2.8002900E+2 4.9544519E+1 2.7980078E+2
5.4983600E+1 3.0446500E+2 5.4582887E+1 3.0489248E+2
6.0051000E+1 3.3102500E+2 6.0051000E+1 3.3194710E+2
6.5279200E+1 3.5990600E+2 6.5908827E+1 3.6112725E+2
7.0688000E+1 3.9131900E+2 7.2102500E+1 3.9262984E+2
7.6656900E+1 4.2541700E+2 7.8568270E+1 4.2669324E+2
8.2903600E+1 4.6252500E+2 8.5238226E+1 4.6360322E+2
8.9156500E+1 5.0296800E+2 9.2047169E+1 5.0369740E+2
9.5780400E+1 5.4722400E+2 9.8939808E+1 5.4736761E+2
1.0279600E+2 5.9540900E+2 1.0587744E+2 5.9506050E+2
1.0978400E+2 6.4830200E+2 1.1284350E+2 6.4727702E+2
1.1746600E+2 7.0608000E+2 1.1984756E+2 7.0457133E+2
1.2505900E+2 7.6957000E+2 1.2692782E+2 7.6754977E+2
1.3267600E+2 8.3889000E+2 1.3415262E+2 8.3687143E+2
1.4104200E+2 9.1511800E+2 1.4162108E+2 9.1324902E+2
1.4946400E+2 9.9926900E+2 1.4946400E+2 9.9745237E+2
1.5959900E+2 1.0926000E+3 1.5784505E+2 1.0903126E+3
1.6986000E+2 1.1929000E+3 1.6696319E+2 1.1927284E+3
1.8000200E+2 1.3066400E+3 1.7705630E+2 1.3056723E+3
1.9179500E+2 1.4300300E+3 1.8840670E+2 1.4301995E+3
2.0456800E+2 1.5656100E+3 2.0134845E+2 1.5674554E+3
2.2078800E+2 1.7156300E+3 2.1627699E+2 1.7186854E+3
2.3792400E+2 1.8802200E+3 2.3366119E+2 1.8852430E+3
2.5756800E+2 2.0622300E+3 2.5405827E+2 2.0685997E+3
2.8396300E+2 2.2630800E+3 2.7813190E+2 2.2703529E+3
3.0998900E+2 2.4822600E+3 3.0667396E+2 2.4922341E+3
3.3977300E+2 2.7262800E+3 3.4063060E+2 2.7361152E+3
3.8436600E+2 2.9898600E+3 3.8113312E+2 3.0040132E+3
4.3056800E+2 3.2832200E+3 4.2953445E+2 3.2980922E+3
4.8745200E+2 3.6059500E+3 4.8745200E+2 3.6206603E+3
5.5227200E+2 3.9596500E+3 5.5681750E+2 3.9741625E+3
6.3243900E+2 4.3467800E+3 6.3993470E+2 4.3611642E+3
7.3038500E+2 4.7586700E+3 7.3954509E+2 4.7843251E+3
8.5134100E+2 5.2349500E+3 8.5890223E+2 5.2463594E+3
1.0007700E+3 5.7224700E+3 1.0018535E+3 5.7499767E+3
1.1561500E+3 6.2727600E+3 1.1729283E+3 6.2978015E+3
1.3851600E+3 6.9001900E+3 1.3774301E+3 6.8922624E+3
1.6140400E+3 7.5160000E+3 1.6215256E+3 7.5354450E+3
1.8948700E+3 8.2275100E+3 1.9123255E+3 8.2289030E+3
2.2672500E+3 8.9621000E+3 2.2579438E+3 8.9734181E+3
2.6602000E+3 9.7406700E+3 2.6675185E+3 9.7687046E+3
3.1415300E+3 1.0594900E+4 3.1511751E+3 1.0613059E+4
3.7199000E+3 1.1501900E+4 3.7199000E+3 1.1502952E+4
4.3825000E+3 1.2424000E+4 4.3852977E+3 1.2432586E+4
5.1375600E+3 1.3369000E+4 5.1591957E+3 1.3393446E+4
6.0266900E+3 1.4383000E+4 6.0530571E+3 1.4373877E+4
7.0710900E+3 1.5388800E+4 7.0772005E+3 1.5358779E+4
8.2824000E+3 1.6287200E+4 8.2398088E+3 1.6329489E+4
9.5489800E+3 1.7270600E+4 9.5457916E+3 1.7263965E+4
1.1002100E+4 1.8209500E+4 1.0995568E+4 1.8137355E+4
1.2670700E+4 1.8887000E+4 1.2583948E+4 1.8923041E+4
1.4331700E+4 1.9604500E+4 1.4299281E+4 1.9594140E+4
1.6143500E+4 2.0191300E+4 1.6123101E+4 2.0125400E+4
1.8069700E+4 2.0535600E+4 1.8030427E+4 2.0495281E+4
2.0078600E+4 2.0785700E+4 1.9990859E+4 2.0687958E+4
2.2007900E+4 2.0708900E+4 2.1970335E+4 2.0694905E+4
2.4013100E+4 2.0507400E+4 2.3933435E+4 2.0515803E+4
2.5863900E+4 2.0219700E+4 2.5845937E+4 2.0158565E+4
2.7618500E+4 1.9737000E+4 2.7677050E+4 1.9638511E+4
2.9508200E+4 1.8885300E+4 2.9401365E+4 1.8976800E+4
3.1111000E+4 1.8222400E+4 3.0999870E+4 1.8198483E+4
