N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 2.610644000E-03 3.561580000E-03 4.661723000E-03 5.789019000E-03 6.729553000E-03 7.787044000E-03 9.328574000E-03 1.155998000E-02 1.485922700E-02
1.016672606E+01 1.835771000E-03 2.530049000E-03 3.348125000E-03 4.197972000E-03 4.902973000E-03 5.680532000E-03 6.804604000E-03 8.408268000E-03 1.073943500E-02
1.033324570E+01 1.280349000E-03 1.778585000E-03 2.374835000E-03 3.003094000E-03 3.526360000E-03 4.098520000E-03 4.921058000E-03 6.074566000E-03 7.748763000E-03
1.049996187E+01 8.880160000E-04 1.241222000E-03 1.669457000E-03 2.126958000E-03 2.512072000E-03 2.933393000E-03 3.538244000E-03 4.381356000E-03 5.583054000E-03
1.066670514E+01 6.138590000E-04 8.623230000E-04 1.167029000E-03 1.496515000E-03 1.779403000E-03 2.091033000E-03 2.540127000E-03 3.169409000E-03 4.061360000E-03
1.083333839E+01 4.237510000E-04 5.978820000E-04 8.137730000E-04 1.052003000E-03 1.258600000E-03 1.491633000E-03 1.830904000E-03 2.312248000E-03 2.995400000E-03
1.100000000E+01 2.934570000E-04 4.168250000E-04 5.677470000E-04 7.397790000E-04 8.929400000E-04 1.070587000E-03 1.333689000E-03 1.714283000E-03 2.258293000E-03
1.116672606E+01 2.033100000E-04 2.903030000E-04 3.975570000E-04 5.228670000E-04 6.403340000E-04 7.780300000E-04 9.886790000E-04 1.300419000E-03 1.748467000E-03
1.133324570E+01 1.414310000E-04 2.040010000E-04 2.803710000E-04 3.731390000E-04 4.643790000E-04 5.773860000E-04 7.506050000E-04 1.013263000E-03 1.390092000E-03
1.149996187E+01 9.906700000E-05 1.439120000E-04 1.999440000E-04 2.700320000E-04 3.438310000E-04 4.374410000E-04 5.859550000E-04 8.108380000E-04 1.131007000E-03
1.166670514E+01 7.011100000E-05 1.031860000E-04 1.448560000E-04 1.992550000E-04 2.601200000E-04 3.408000000E-04 4.704620000E-04 6.647550000E-04 9.369610000E-04
1.183333839E+01 5.030200000E-05 7.485600000E-05 1.071360000E-04 1.506360000E-04 2.022620000E-04 2.736040000E-04 3.870960000E-04 5.548650000E-04 7.860250000E-04
1.200000000E+01 3.677100000E-05 5.555600000E-05 8.125800000E-05 1.173730000E-04 1.620220000E-04 2.248170000E-04 3.244200000E-04 4.687280000E-04 6.644150000E-04
1.216672606E+01 2.751300000E-05 4.225600000E-05 6.338800000E-05 9.376900000E-05 1.328750000E-04 1.885790000E-04 2.751290000E-04 3.985320000E-04 5.636130000E-04
1.233324570E+01 2.115400000E-05 3.309000000E-05 5.093900000E-05 7.684100000E-05 1.111320000E-04 1.599560000E-04 2.347630000E-04 3.396510000E-04 4.784170000E-04
1.249996187E+01 1.673200000E-05 2.667700000E-05 4.186800000E-05 6.421500000E-05 9.413000000E-05 1.366580000E-04 2.006710000E-04 2.891980000E-04 4.064920000E-04
1.266670514E+01 1.360000000E-05 2.200000000E-05 3.507200000E-05 5.433800000E-05 8.023400000E-05 1.168370000E-04 1.712760000E-04 2.458280000E-04 3.435670000E-04
1.283333839E+01 1.130500000E-05 1.848400000E-05 2.972700000E-05 4.626600000E-05 6.848700000E-05 9.973200000E-05 1.457380000E-04 2.080730000E-04 2.889760000E-04
1.300000000E+01 9.540000000E-06 1.567900000E-05 2.532800000E-05 3.943100000E-05 5.831600000E-05 8.477100000E-05 1.233280000E-04 1.751390000E-04 2.412900000E-04
