N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.200690563E+00 1.198183553E+00 1.196126769E+00 1.194752137E+00
1.600000000E+01 1.225160380E+00 1.224327699E+00 1.223725724E+00 1.222884256E+00
1.700000000E+01 1.263572036E+00 1.263227525E+00 1.263634928E+00 1.263552068E+00
1.549996187E+01 1.209704800E+00 1.207667468E+00 1.205895157E+00 1.204983529E+00
1.649996187E+01 1.233553188E+00 1.233558928E+00 1.233447247E+00 1.233544872E+00
1.674996808E+01 1.244849621E+00 1.245135148E+00 1.245098602E+00 1.245011775E+00
1.624993176E+01 1.228953527E+00 1.228580154E+00 1.228475953E+00 1.228088227E+00
1.574996808E+01 1.218111348E+00 1.216595586E+00 1.215158035E+00 1.214411344E+00
1.524993176E+01 1.205280630E+00 1.202828385E+00 1.200911467E+00 1.199722180E+00
