N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.194334773E+00 1.191738925E+00 1.189363221E+00 1.187462953E+00
1.600000000E+01 1.207373945E+00 1.205554834E+00 1.203794824E+00 1.201718754E+00
1.700000000E+01 1.218432617E+00 1.215835272E+00 1.214311575E+00 1.212765500E+00
1.549996187E+01 1.198534586E+00 1.196300411E+00 1.194007095E+00 1.192318451E+00
1.649996187E+01 1.205030727E+00 1.203108018E+00 1.201204429E+00 1.199654566E+00
1.674996808E+01 1.208567411E+00 1.206613221E+00 1.204647706E+00 1.202906878E+00
1.624993176E+01 1.206612494E+00 1.204745728E+00 1.203094230E+00 1.201214329E+00
1.574996808E+01 1.203785647E+00 1.201826953E+00 1.199604567E+00 1.197872459E+00
1.524993176E+01 1.196810289E+00 1.194276324E+00 1.191938541E+00 1.190153764E+00
