N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.199894735E+00 1.197170867E+00 1.194881297E+00 1.193279125E+00
1.600000000E+01 1.222618004E+00 1.221404341E+00 1.220486535E+00 1.219426595E+00
1.700000000E+01 1.258593279E+00 1.258232384E+00 1.258646939E+00 1.258579263E+00
1.549996187E+01 1.208284747E+00 1.205938773E+00 1.203833642E+00 1.202648817E+00
1.649996187E+01 1.229554155E+00 1.229363960E+00 1.229152659E+00 1.229201162E+00
1.674996808E+01 1.240258220E+00 1.240477568E+00 1.240419816E+00 1.240325497E+00
1.624993176E+01 1.225684070E+00 1.224983542E+00 1.224687946E+00 1.224156225E+00
1.574996808E+01 1.216203277E+00 1.214321200E+00 1.212519160E+00 1.211505234E+00
1.524993176E+01 1.204226361E+00 1.201499340E+00 1.199322798E+00 1.197878499E+00
