N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.205554834E+00 1.207797232E+00 1.210054477E+00 1.211562797E+00 1.213077615E+00 1.213903730E+00 1.213617690E+00 1.212750101E+00 1.210816825E+00 1.206897910E+00 1.201563792E+00
1.016672606E+01 1.207632888E+00 1.209940136E+00 1.212355998E+00 1.214098883E+00 1.215984707E+00 1.217291101E+00 1.217565211E+00 1.217371652E+00 1.216177449E+00 1.212984343E+00 1.208348011E+00
1.033324570E+01 1.209278304E+00 1.211607663E+00 1.214113818E+00 1.215999885E+00 1.218133967E+00 1.219771211E+00 1.220438152E+00 1.220728958E+00 1.220076475E+00 1.217429480E+00 1.213335916E+00
1.049996187E+01 1.210586107E+00 1.212912333E+00 1.215465871E+00 1.217437800E+00 1.219736935E+00 1.221600845E+00 1.222542592E+00 1.223178079E+00 1.222917433E+00 1.220676115E+00 1.216997544E+00
1.066670514E+01 1.211657598E+00 1.213963072E+00 1.216535324E+00 1.218557282E+00 1.220965427E+00 1.222984972E+00 1.224121771E+00 1.225003554E+00 1.225027366E+00 1.223091201E+00 1.219733925E+00
1.083333839E+01 1.212596171E+00 1.214864718E+00 1.217433893E+00 1.219482642E+00 1.221961798E+00 1.224089266E+00 1.225369712E+00 1.226431474E+00 1.226667084E+00 1.224970661E+00 1.221874214E+00
1.100000000E+01 1.213530522E+00 1.215718259E+00 1.218264536E+00 1.220323503E+00 1.222847192E+00 1.225051082E+00 1.226444559E+00 1.227644409E+00 1.228046612E+00 1.226553904E+00 1.223687295E+00
1.116672606E+01 1.214533710E+00 1.216639987E+00 1.219124893E+00 1.221180056E+00 1.223728868E+00 1.225988751E+00 1.227480130E+00 1.228794815E+00 1.229340077E+00 1.228039497E+00 1.225397169E+00
1.133324570E+01 1.215714092E+00 1.217707639E+00 1.220110441E+00 1.222147196E+00 1.224705302E+00 1.227008266E+00 1.228593856E+00 1.230014776E+00 1.230696975E+00 1.229597206E+00 1.227194659E+00
1.149996187E+01 1.217180579E+00 1.219023348E+00 1.221315790E+00 1.223315840E+00 1.225868127E+00 1.228205641E+00 1.229889840E+00 1.231419752E+00 1.232246805E+00 1.231372663E+00 1.229241294E+00
1.166670514E+01 1.219041956E+00 1.220675310E+00 1.222842791E+00 1.224770234E+00 1.227299254E+00 1.229664012E+00 1.231455075E+00 1.233104870E+00 1.234095176E+00 1.233482292E+00 1.231662554E+00
1.183333839E+01 1.221404341E+00 1.222769156E+00 1.224745828E+00 1.226581080E+00 1.229063688E+00 1.231445503E+00 1.233349803E+00 1.235133886E+00 1.236311515E+00 1.235999125E+00 1.234531783E+00
1.200000000E+01 1.224327699E+00 1.225360357E+00 1.227099839E+00 1.228788529E+00 1.231200826E+00 1.233581738E+00 1.235596201E+00 1.237525601E+00 1.238913135E+00 1.238934658E+00 1.237851850E+00
1.216672606E+01 1.227845166E+00 1.228507685E+00 1.229927793E+00 1.231424585E+00 1.233719884E+00 1.236069474E+00 1.238173976E+00 1.240247649E+00 1.241856675E+00 1.242229262E+00 1.241546578E+00
1.233324570E+01 1.231937486E+00 1.232174873E+00 1.233240542E+00 1.234479577E+00 1.236603353E+00 1.238876890E+00 1.241029742E+00 1.243226736E+00 1.245048221E+00 1.245763196E+00 1.245473882E+00
1.249996187E+01 1.236547079E+00 1.236337410E+00 1.237006969E+00 1.237920762E+00 1.239818161E+00 1.241959290E+00 1.244098816E+00 1.246375104E+00 1.248373690E+00 1.249391408E+00 1.249462148E+00
1.266670514E+01 1.241598755E+00 1.240924791E+00 1.241177344E+00 1.241718716E+00 1.243329945E+00 1.245277026E+00 1.247328984E+00 1.249621142E+00 1.251736532E+00 1.252988349E+00 1.253358283E+00
1.283333839E+01 1.246993052E+00 1.245891294E+00 1.245695067E+00 1.245837143E+00 1.247114791E+00 1.248807946E+00 1.250695191E+00 1.252928807E+00 1.255083791E+00 1.256480852E+00 1.257066406E+00
1.300000000E+01 1.252688912E+00 1.251169448E+00 1.250546910E+00 1.250232368E+00 1.251163899E+00 1.252550487E+00 1.254201030E+00 1.256299898E+00 1.258410695E+00 1.259855585E+00 1.260560143E+00
