0.0109  6.5519E-0006
0.0209  1.3268E-0005
0.0310  2.0212E-0005
0.0411  2.7432E-0005
0.0512  3.5533E-0005
0.0610  4.2813E-0005
0.0711  5.1319E-0005
0.0812  6.0704E-0005
0.0912  6.9950E-0005
0.1012  8.0402E-0005
0.1113  9.1759E-0005
0.1213  1.0402E-0004
0.1313  1.1729E-0004
0.1411  1.3156E-0004
0.1513  1.4764E-0004
0.1612  1.6482E-0004
0.1717  1.8332E-0004
0.1812  2.0362E-0004
0.1912  2.2593E-0004
0.2010  2.5005E-0004
0.2111  2.7698E-0004
0.2211  3.0613E-0004
0.2311  3.3990E-0004
0.2411  3.7407E-0004
0.2511  4.1166E-0004
0.2611  4.5688E-0004
0.2714  5.0613E-0004
0.2821  5.6844E-0004
0.2918  6.2271E-0004
0.3019  6.9206E-0004
0.3123  7.7146E-0004
0.3225  8.6090E-0004
0.3329  9.6643E-0004
0.3429  1.0810E-0003
0.3530  1.2137E-0003
0.3631  1.3684E-0003
0.3732  1.5463E-0003
0.3831  1.7534E-0003
0.3932  2.0006E-0003
0.4031  2.2931E-0003
0.4129  2.6348E-0003
0.4233  3.1031E-0003
0.4326  3.5443E-0003
0.4420  4.1234E-0003
0.4525  4.9393E-0003
0.4633  5.9542E-0003
0.4728  7.0687E-0003
0.4827  8.4716E-0003
0.4926  1.0173E-0002
0.5033  1.2452E-0002
0.5138  1.5099E-0002
0.5239  1.8143E-0002
