fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L455 62210064.3678 340.11 34.09 2.478781464E-01 1.575169784E-04 2.352455863E-05 1.857174624E-01 1.266650117E-04 6.024983638E-01 0.000000000E+00 
L456 62235790.146 340.05 34.096 2.490396578E-01 1.586069287E-04 2.373609104E-05 1.861645393E-01 1.274889684E-04 6.009225929E-01 0.000000000E+00 
L457 62256809.925 340.01 34.1 2.497020840E-01 1.595825150E-04 2.402690953E-05 1.858566781E-01 1.292599981E-04 6.029626916E-01 1.531326081E-17 
L458 62277791.992 339.97 34.104 2.505877807E-01 1.603888985E-04 2.419029710E-05 1.867995193E-01 1.294961461E-04 6.018759745E-01 0.000000000E+00 
L459 62298792.488 339.95 34.106 2.508955278E-01 1.611976599E-04 2.439214272E-05 1.878370152E-01 1.298583228E-04 6.031124580E-01 0.000000000E+00 
L460 62319793.699 339.96 34.105 2.515280624E-01 1.618041897E-04 2.444684682E-05 1.884741757E-01 1.297143519E-04 6.006848010E-01 0.000000000E+00 
L461 62340793.935 339.94 34.107 2.519880108E-01 1.626064981E-04 2.477559607E-05 1.891875909E-01 1.309542658E-04 6.046531740E-01 0.000000000E+00 
L462 62361797.435 339.95 34.106 2.518777494E-01 1.631903989E-04 2.483778145E-05 1.891120861E-01 1.313430642E-04 6.042663262E-01 0.000000000E+00 
L463 62382566.16 339.94 34.107 2.527616080E-01 1.643238735E-04 2.513595114E-05 1.892763991E-01 1.327976059E-04 6.051785830E-01 0.000000000E+00 
L464 62403568.276 339.95 34.106 2.530051164E-01 1.651819490E-04 2.521188606E-05 1.894051742E-01 1.331136093E-04 6.032723848E-01 0.000000000E+00 
L465 62424568.956 339.95 34.106 2.531694046E-01 1.660658886E-04 2.540678133E-05 1.884996502E-01 1.347823230E-04 6.043075160E-01 0.000000000E+00 
L466 62445557.768 339.94 34.107 2.531786838E-01 1.667806600E-04 2.551547561E-05 1.891893213E-01 1.348695777E-04 6.042697337E-01 0.000000000E+00 
L467 62466558.63 339.96 34.105 2.541240002E-01 1.676531650E-04 2.574752397E-05 1.903305911E-01 1.352758091E-04 6.043353957E-01 0.000000000E+00 
L468 62487559.59 339.96 34.105 2.544136104E-01 1.682497954E-04 2.598370957E-05 1.909718858E-01 1.360651933E-04 6.070245664E-01 0.000000000E+00 
L469 62508562.583 339.96 34.105 2.545965296E-01 1.686185697E-04 2.600532975E-05 1.912258497E-01 1.359960229E-04 6.057654290E-01 0.000000000E+00 
L470 62529561.375 339.96 34.105 2.549844783E-01 1.695176676E-04 2.614567807E-05 1.922911127E-01 1.359587593E-04 6.048827463E-01 0.000000000E+00 
L471 62550561.833 339.97 34.104 2.547352030E-01 1.701223293E-04 2.617600344E-05 1.902947707E-01 1.375537492E-04 6.040224110E-01 0.000000000E+00 
L472 62571565.319 340 34.101 2.554813400E-01 1.709914142E-04 2.651928993E-05 1.910335334E-01 1.388194145E-04 6.070555049E-01 0.000000000E+00 
L473 62592563.126 339.99 34.102 2.558281579E-01 1.719511391E-04 2.676556672E-05 1.922085180E-01 1.392605655E-04 6.084474041E-01 0.000000000E+00 
L474 62613564.706 339.99 34.102 2.563247125E-01 1.726797167E-04 2.680385951E-05 1.925104846E-01 1.392307259E-04 6.055716379E-01 0.000000000E+00 
L475 62634554.496 340 34.101 2.559033264E-01 1.733363686E-04 2.690215366E-05 1.915443504E-01 1.404432111E-04 6.064868994E-01 0.000000000E+00 
L476 62655557.916 340 34.101 2.563086241E-01 1.742528175E-04 2.711822880E-05 1.929281990E-01 1.405675479E-04 6.071811665E-01 0.000000000E+00 
L477 62676556.269 340.02 34.099 2.564480943E-01 1.743467596E-04 2.716271591E-05 1.919405965E-01 1.415108111E-04 6.075189587E-01 0.000000000E+00 
L478 62697556.714 340 34.101 2.564299006E-01 1.750729592E-04 2.735369441E-05 1.923685844E-01 1.421947224E-04 6.092958980E-01 0.000000000E+00 
L479 62718562.177 340.02 34.099 2.568378080E-01 1.757481187E-04 2.744265568E-05 1.928969430E-01 1.422797047E-04 6.079620870E-01 0.000000000E+00 
L480 62739559.106 340.01 34.1 2.569583396E-01 1.761973024E-04 2.764353957E-05 1.919346184E-01 1.440342628E-04 6.105646812E-01 0.000000000E+00 
L481 62760790.205 340.02 34.099 2.573042172E-01 1.768787032E-04 2.781849622E-05 1.936740066E-01 1.436247849E-04 6.112392017E-01 0.000000000E+00 
L482 62781791.965 340.01 34.1 2.582481811E-01 1.775740193E-04 2.792232485E-05 1.943727214E-01 1.436532536E-04 6.088844449E-01 0.000000000E+00 
L483 62802791.011 340.02 34.099 2.577163912E-01 1.784991463E-04 2.807530138E-05 1.928077638E-01 1.456187934E-04 6.103040365E-01 0.000000000E+00 
L484 62823792.38 340.01 34.1 2.592580772E-01 1.792009673E-04 2.827270078E-05 1.946688141E-01 1.452270778E-04 6.085477368E-01 0.000000000E+00 
L485 62844793.678 340.02 34.099 2.584076550E-01 1.794635501E-04 2.824555238E-05 1.936468020E-01 1.458573751E-04 6.090717306E-01 0.000000000E+00 
L486 62865785.733 340.01 34.1 2.587020605E-01 1.797830797E-04 2.834000756E-05 1.943362074E-01 1.458229092E-04 6.093281726E-01 0.000000000E+00 
L487 62886784.198 340.02 34.099 2.592895863E-01 1.801832230E-04 2.844473195E-05 1.951846697E-01 1.457492535E-04 6.088389380E-01 0.000000000E+00 
L488 62907785.067 340.01 34.1 2.595040691E-01 1.808376633E-04 2.870436896E-05 1.957252868E-01 1.466702044E-04 6.116668514E-01 0.000000000E+00 
L489 62928787.174 340.01 34.1 2.594171109E-01 1.813971593E-04 2.876389592E-05 1.948961965E-01 1.475818828E-04 6.112496292E-01 0.000000000E+00 
L490 62949786.2 340.02 34.099 2.596934384E-01 1.821970831E-04 2.892153632E-05 1.940893062E-01 1.490158575E-04 6.112501275E-01 0.000000000E+00 
