N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 295 2.800E-4 2.472158E-1 2.435860E+1 4.908710E-1 8.029170E+1
1.468000E+10 1.000E+17 295 2.800E-4 2.423562E-1 2.383920E+1 4.901620E-1 8.027100E+1
2.154000E+10 1.000E+17 295 2.800E-4 2.359851E-1 2.315940E+1 4.891640E-1 8.025060E+1
3.162000E+10 1.000E+17 295 2.800E-4 2.279348E-1 2.230210E+1 4.878650E-1 8.022250E+1
4.642000E+10 1.000E+17 295 2.800E-4 2.181825E-1 2.125420E+1 4.862470E-1 8.013630E+1
6.813000E+10 1.000E+17 295 2.800E-4 2.068799E-1 2.005960E+1 4.842990E-1 8.008490E+1
1.000000E+11 1.000E+17 295 2.800E-4 1.943184E-1 1.873820E+1 4.820220E-1 8.002180E+1
1.468000E+11 1.000E+17 295 2.800E-4 1.808459E-1 1.732760E+1 4.793700E-1 7.995030E+1
2.154000E+11 1.000E+17 295 2.800E-4 1.667929E-1 1.585340E+1 4.762580E-1 7.982930E+1
3.162000E+11 1.000E+17 295 2.800E-4 1.524499E-1 1.436830E+1 4.728330E-1 7.973190E+1
4.642000E+11 1.000E+17 295 2.800E-4 1.380840E-1 1.289190E+1 4.690060E-1 7.962620E+1
6.813000E+11 1.000E+17 295 2.800E-4 1.239537E-1 1.144230E+1 4.646760E-1 7.946280E+1
1.000000E+12 1.000E+17 295 2.800E-4 1.103037E-1 1.006240E+1 4.600430E-1 7.931830E+1
1.468000E+12 1.000E+17 295 2.800E-4 9.734804E-2 8.759000E+0 4.548130E-1 7.913220E+1
2.154000E+12 1.000E+17 295 2.800E-4 8.525561E-2 7.561200E+0 4.492950E-1 7.895880E+1
3.162000E+12 1.000E+17 295 2.800E-4 7.414344E-2 6.468600E+0 4.432590E-1 7.872990E+1
4.642000E+12 1.000E+17 295 2.800E-4 6.407680E-2 5.496100E+0 4.368600E-1 7.853660E+1
6.813000E+12 1.000E+17 295 2.800E-4 5.507418E-2 4.634500E+0 4.301670E-1 7.824820E+1
1.000000E+13 1.000E+17 295 2.800E-4 4.711523E-2 3.884700E+0 4.229940E-1 7.796920E+1
1.468000E+13 1.000E+17 295 2.800E-4 4.015010E-2 3.241700E+0 4.155440E-1 7.771950E+1
2.154000E+13 1.000E+17 295 2.800E-4 3.410858E-2 2.691100E+0 4.078510E-1 7.737930E+1
3.162000E+13 1.000E+17 295 2.800E-4 2.890838E-2 2.225900E+0 3.999450E-1 7.701040E+1
4.642000E+13 1.000E+17 295 2.800E-4 2.446188E-2 1.836100E+0 3.917210E-1 7.664430E+1
6.813000E+13 1.000E+17 295 2.800E-4 2.068130E-2 1.512400E+0 3.833230E-1 7.630920E+1
1.000000E+14 1.000E+17 295 2.800E-4 1.748235E-2 1.243000E+0 3.747860E-1 7.588400E+1
