N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 330 1.007681088E+00 1.008153893E+00
1.468000E+10 1.000e+15 330 1.007819046E+00 1.008148339E+00
2.154000E+10 1.000e+15 330 1.007912475E+00 1.008140425E+00
3.162000E+10 1.000e+15 330 1.007972054E+00 1.008129188E+00
4.642000E+10 1.000e+15 330 1.008005354E+00 1.008113500E+00
6.813000E+10 1.000e+15 330 1.008017778E+00 1.008092171E+00
1.000000E+11 1.000e+15 330 1.008013012E+00 1.008064179E+00
1.468000E+11 1.000e+15 330 1.007994636E+00 1.008029962E+00
2.154000E+11 1.000e+15 330 1.007968307E+00 1.007992794E+00
3.162000E+11 1.000e+15 330 1.007945242E+00 1.007962381E+00
4.642000E+11 1.000e+15 330 1.007947015E+00 1.007959191E+00
6.813000E+11 1.000e+15 330 1.008010571E+00 1.008019424E+00
1.000000E+12 1.000e+15 330 1.008190482E+00 1.008197138E+00
1.468000E+12 1.000e+15 330 1.008643568E+00 1.008648803E+00
2.154000E+12 1.000e+15 330 1.009526995E+00 1.009531637E+00
3.162000E+12 1.000e+15 330 1.010901027E+00 1.010905287E+00
4.642000E+12 1.000e+15 330 1.012293952E+00 1.012297600E+00
6.813000E+12 1.000e+15 330 1.014367738E+00 1.014371435E+00
1.000000E+13 1.000e+15 330 1.016888337E+00 1.016891881E+00
