N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+15 325 1.053978026E+00 1.051785226E+00
1.468000E+10 1.000e+15 325 1.054236005E+00 1.051790391E+00
2.154000E+10 1.000e+15 325 1.054514452E+00 1.051731650E+00
3.162000E+10 1.000e+15 325 1.054645248E+00 1.051742840E+00
4.642000E+10 1.000e+15 325 1.054742588E+00 1.051762744E+00
6.813000E+10 1.000e+15 325 1.054821374E+00 1.051790496E+00
1.000000E+11 1.000e+15 325 1.051750904E+00 1.051829900E+00
1.468000E+11 1.000e+15 325 1.051833514E+00 1.051887625E+00
2.154000E+11 1.000e+15 325 1.054880072E+00 1.051981832E+00
3.162000E+11 1.000e+15 325 1.055138739E+00 1.052106059E+00
4.642000E+11 1.000e+15 325 1.055290980E+00 1.055308732E+00
6.813000E+11 1.000e+15 325 1.056516260E+00 1.056538153E+00
1.000000E+12 1.000e+15 325 1.059404717E+00 1.059423833E+00
1.468000E+12 1.000e+15 325 1.064842128E+00 1.064860884E+00
2.154000E+12 1.000e+15 325 1.068899689E+00 1.068918046E+00
3.162000E+12 1.000e+15 325 1.073647982E+00 1.073652604E+00
4.642000E+12 1.000e+15 325 1.074929989E+00 1.074933324E+00
6.813000E+12 1.000e+15 325 1.075307047E+00 1.075309546E+00
1.000000E+13 1.000e+15 325 1.075436313E+00 1.075438148E+00
