N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 325 1.006766067E+00 1.007189979E+00
1.468000E+10 1.000e+15 325 1.006893801E+00 1.007187774E+00
2.154000E+10 1.000e+15 325 1.007005059E+00 1.007204974E+00
3.162000E+10 1.000e+15 325 1.007048221E+00 1.007189084E+00
4.642000E+10 1.000e+15 325 1.007093619E+00 1.007190812E+00
6.813000E+10 1.000e+15 325 1.007135703E+00 1.007220315E+00
1.000000E+11 1.000e+15 325 1.007192944E+00 1.007232045E+00
1.468000E+11 1.000e+15 325 1.007238392E+00 1.007271011E+00
2.154000E+11 1.000e+15 325 1.007338851E+00 1.007361464E+00
3.162000E+11 1.000e+15 325 1.007609678E+00 1.007600540E+00
4.642000E+11 1.000e+15 325 1.007945017E+00 1.007942133E+00
6.813000E+11 1.000e+15 325 1.008198253E+00 1.008251244E+00
1.000000E+12 1.000e+15 325 1.008686825E+00 1.008694303E+00
1.468000E+12 1.000e+15 325 1.009565791E+00 1.009572070E+00
2.154000E+12 1.000e+15 325 1.010455575E+00 1.010460923E+00
3.162000E+12 1.000e+15 325 1.011939081E+00 1.011943956E+00
4.642000E+12 1.000e+15 325 1.013635684E+00 1.013641077E+00
6.813000E+12 1.000e+15 325 1.015684799E+00 1.015810286E+00
1.000000E+13 1.000e+15 325 1.018462583E+00 1.018462628E+00
