N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+15 330 1.008830438E+00 1.010278911E+00
1.468000E+10 1.000e+15 330 1.009519910E+00 1.010017933E+00
2.154000E+10 1.000e+15 330 1.009823873E+00 1.010328197E+00
3.162000E+10 1.000e+15 330 1.009587346E+00 1.010387549E+00
4.642000E+10 1.000e+15 330 1.010209649E+00 1.010426688E+00
6.813000E+10 1.000e+15 330 1.009877648E+00 1.010503245E+00
1.000000E+11 1.000e+15 330 1.010460008E+00 1.010566922E+00
1.468000E+11 1.000e+15 330 1.010574014E+00 1.010649453E+00
2.154000E+11 1.000e+15 330 1.010730731E+00 1.010737069E+00
3.162000E+11 1.000e+15 330 1.010955424E+00 1.010916862E+00
4.642000E+11 1.000e+15 330 1.011127226E+00 1.011173704E+00
6.813000E+11 1.000e+15 330 1.011404302E+00 1.011010061E+00
1.000000E+12 1.000e+15 330 1.011331970E+00 1.011804713E+00
1.468000E+12 1.000e+15 330 1.014691704E+00 1.015507324E+00
2.154000E+12 1.000e+15 330 1.025335135E+00 1.025361394E+00
3.162000E+12 1.000e+15 330 1.039959076E+00 1.039984187E+00
4.642000E+12 1.000e+15 330 1.046428054E+00 1.046453231E+00
6.813000E+12 1.000e+15 330 1.051191541E+00 1.051203660E+00
1.000000E+13 1.000e+15 330 1.055395558E+00 1.055397002E+00
