N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+15 320 1.085176575E+00 1.085990360E+00
1.468000E+10 1.000e+15 320 1.085541288E+00 1.086109910E+00
2.154000E+10 1.000e+15 320 1.085884468E+00 1.086284639E+00
3.162000E+10 1.000e+15 320 1.086254949E+00 1.086539722E+00
4.642000E+10 1.000e+15 320 1.086704878E+00 1.086910675E+00
6.813000E+10 1.000e+15 320 1.087296223E+00 1.087448014E+00
1.000000E+11 1.000e+15 320 1.088106802E+00 1.088221807E+00
1.468000E+11 1.000e+15 320 1.089236249E+00 1.089326086E+00
2.154000E+11 1.000e+15 320 1.090809305E+00 1.090881947E+00
3.162000E+11 1.000e+15 320 1.092319862E+00 1.092371473E+00
4.642000E+11 1.000e+15 320 1.093690971E+00 1.093731409E+00
6.813000E+11 1.000e+15 320 1.095447732E+00 1.095480086E+00
1.000000E+12 1.000e+15 320 1.097597769E+00 1.097624237E+00
1.468000E+12 1.000e+15 320 1.098283104E+00 1.098294971E+00
2.154000E+12 1.000e+15 320 1.098941498E+00 1.098950008E+00
3.162000E+12 1.000e+15 320 1.099652825E+00 1.099658974E+00
4.642000E+12 1.000e+15 320 1.100539584E+00 1.100544063E+00
6.813000E+12 1.000e+15 320 1.102071690E+00 1.102086549E+00
1.000000E+13 1.000e+15 320 1.103536892E+00 1.103549573E+00
