N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+15 340 1.010220309E+00 1.011675888E+00
1.468000E+10 1.000e+15 340 1.010635407E+00 1.011672202E+00
2.154000E+10 1.000e+15 340 1.010938763E+00 1.011667950E+00
3.162000E+10 1.000e+15 340 1.011152915E+00 1.011661012E+00
4.642000E+10 1.000e+15 340 1.011300358E+00 1.011652185E+00
6.813000E+10 1.000e+15 340 1.011397091E+00 1.011639688E+00
1.000000E+11 1.000e+15 340 1.011456962E+00 1.011623845E+00
1.468000E+11 1.000e+15 340 1.011484913E+00 1.011599565E+00
2.154000E+11 1.000e+15 340 1.011490389E+00 1.011569188E+00
3.162000E+11 1.000e+15 340 1.011478612E+00 1.011532873E+00
4.642000E+11 1.000e+15 340 1.011458157E+00 1.011495678E+00
6.813000E+11 1.000e+15 340 1.011444929E+00 1.011471065E+00
1.000000E+12 1.000e+15 340 1.011468905E+00 1.011487342E+00
1.468000E+12 1.000e+15 340 1.011581806E+00 1.011595074E+00
2.154000E+12 1.000e+15 340 1.011861212E+00 1.011871051E+00
3.162000E+12 1.000e+15 340 1.012408889E+00 1.012416491E+00
4.642000E+12 1.000e+15 340 1.013327574E+00 1.013333739E+00
6.813000E+12 1.000e+15 340 1.014714288E+00 1.014719542E+00
1.000000E+13 1.000e+15 340 1.016660888E+00 1.016665569E+00
