N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 335 1.009749832E+00 1.010357508E+00
1.468000E+10 1.000e+15 335 1.009920157E+00 1.010342856E+00
2.154000E+10 1.000e+15 335 1.010029492E+00 1.010321660E+00
3.162000E+10 1.000e+15 335 1.010090157E+00 1.010291213E+00
4.642000E+10 1.000e+15 335 1.010109973E+00 1.010247930E+00
6.813000E+10 1.000e+15 335 1.010092797E+00 1.010187263E+00
1.000000E+11 1.000e+15 335 1.010039538E+00 1.010104172E+00
1.468000E+11 1.000e+15 335 1.009949856E+00 1.009994219E+00
2.154000E+11 1.000e+15 335 1.009825193E+00 1.009855523E+00
3.162000E+11 1.000e+15 335 1.009673807E+00 1.009694701E+00
4.642000E+11 1.000e+15 335 1.009518039E+00 1.009532513E+00
6.813000E+11 1.000e+15 335 1.009401637E+00 1.009411919E+00
1.000000E+12 1.000e+15 335 1.009392915E+00 1.009400398E+00
1.468000E+12 1.000e+15 335 1.009593596E+00 1.009598967E+00
2.154000E+12 1.000e+15 335 1.010049471E+00 1.010053862E+00
3.162000E+12 1.000e+15 335 1.010857323E+00 1.010861064E+00
4.642000E+12 1.000e+15 335 1.012044469E+00 1.012047761E+00
6.813000E+12 1.000e+15 335 1.013660317E+00 1.013663320E+00
1.000000E+13 1.000e+15 335 1.015719585E+00 1.015722484E+00
