N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+15 290 1.127303251E+00 1.128026570E+00
1.468000E+10 1.000e+15 290 1.127537437E+00 1.128031192E+00
2.154000E+10 1.000e+15 290 1.127701232E+00 1.128038119E+00
3.162000E+10 1.000e+15 290 1.127818179E+00 1.128047943E+00
4.642000E+10 1.000e+15 290 1.127905253E+00 1.128061948E+00
6.813000E+10 1.000e+15 290 1.127976066E+00 1.128082917E+00
1.000000E+11 1.000e+15 290 1.128040254E+00 1.128113126E+00
1.468000E+11 1.000e+15 290 1.128106977E+00 1.128156685E+00
2.154000E+11 1.000e+15 290 1.128184770E+00 1.128218684E+00
3.162000E+11 1.000e+15 290 1.128283140E+00 1.128306297E+00
4.642000E+11 1.000e+15 290 1.128411758E+00 1.128427598E+00
6.813000E+11 1.000e+15 290 1.128580898E+00 1.128591738E+00
1.000000E+12 1.000e+15 290 1.128798933E+00 1.128806357E+00
1.468000E+12 1.000e+15 290 1.129069751E+00 1.129074845E+00
2.154000E+12 1.000e+15 290 1.129351861E+00 1.129355361E+00
3.162000E+12 1.000e+15 290 1.129446951E+00 1.129449328E+00
4.642000E+12 1.000e+15 290 1.129712393E+00 1.129714049E+00
6.813000E+12 1.000e+15 290 1.12992796E+00 1.13032172E+00
1.000000E+13 1.000e+15 290 1.130126630E+00 1.13066901E+00
