N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+15 315 1.109867919E+00 1.111562165E+00
1.468000E+10 1.000e+15 315 1.110361447E+00 1.111650698E+00
2.154000E+10 1.000e+15 315 1.110801398E+00 1.111780027E+00
3.162000E+10 1.000e+15 315 1.111284341E+00 1.111968432E+00
4.642000E+10 1.000e+15 315 1.111759569E+00 1.112242041E+00
6.813000E+10 1.000e+15 315 1.112292782E+00 1.112637433E+00
1.000000E+11 1.000e+15 315 1.112954154E+00 1.113204663E+00
1.468000E+11 1.000e+15 315 1.113824804E+00 1.114010977E+00
2.154000E+11 1.000e+15 315 1.114994363E+00 1.115136520E+00
3.162000E+11 1.000e+15 315 1.116564565E+00 1.116676587E+00
4.642000E+11 1.000e+15 315 1.118626980E+00 1.118718130E+00
6.813000E+11 1.000e+15 315 1.120398161E+00 1.120443013E+00
1.000000E+12 1.000e+15 315 1.121774711E+00 1.121810409E+00
1.468000E+12 1.000e+15 315 1.123320545E+00 1.123349778E+00
2.154000E+12 1.000e+15 315 1.124917402E+00 1.124941546E+00
3.162000E+12 1.000e+15 315 1.126444742E+00 1.126464833E+00
4.642000E+12 1.000e+15 315 1.130049674E+00 1.130073955E+00
6.813000E+12 1.000e+15 315 1.132271470E+00 1.132286127E+00
1.000000E+13 1.000e+15 315 1.132857779E+00 1.132861114E+00
