N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 290 1.140940846E+00 1.144246025E+00
1.468000E+10 1.000e+15 290 1.141984951E+00 1.144305302E+00
2.154000E+10 1.000e+15 290 1.142774277E+00 1.144392211E+00
3.162000E+10 1.000e+15 290 1.143395682E+00 1.144519553E+00
4.642000E+10 1.000e+15 290 1.143926206E+00 1.144705994E+00
6.813000E+10 1.000e+15 290 1.144436849E+00 1.144978653E+00
1.000000E+11 1.000e+15 290 1.144998730E+00 1.145376734E+00
1.468000E+11 1.000e+15 290 1.145690814E+00 1.145956445E+00
2.154000E+11 1.000e+15 290 1.146333478E+00 1.146366827E+00
3.162000E+11 1.000e+15 290 1.146620216E+00 1.146643026E+00
4.642000E+11 1.000e+15 290 1.146988906E+00 1.147004570E+00
6.813000E+11 1.000e+15 290 1.147448034E+00 1.147458769E+00
1.000000E+12 1.000e+15 290 1.147998964E+00 1.148006629E+00
1.468000E+12 1.000e+15 290 1.148616105E+00 1.148621372E+00
2.154000E+12 1.000e+15 290 1.149205990E+00 1.149209631E+00
3.162000E+12 1.000e+15 290 1.149729221E+00 1.149731668E+00
4.642000E+12 1.000e+15 290 1.150171927E+00 1.150173627E+00
6.813000E+12 1.000e+15 290 1.150484776E+00 1.150485949E+00
1.000000E+13 1.000e+15 290 1.150534795E+00 1.150535618E+00
