N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+15 295 1.132222364E+00 1.133216217E+00
1.468000E+10 1.000e+15 295 1.132542475E+00 1.133221361E+00
2.154000E+10 1.000e+15 295 1.132765331E+00 1.133228733E+00
3.162000E+10 1.000e+15 295 1.132923303E+00 1.133239490E+00
4.642000E+10 1.000e+15 295 1.133039923E+00 1.133255628E+00
6.813000E+10 1.000e+15 295 1.133131587E+00 1.133278752E+00
1.000000E+11 1.000e+15 295 1.133211819E+00 1.133312241E+00
1.468000E+11 1.000e+15 295 1.133292205E+00 1.133360749E+00
2.154000E+11 1.000e+15 295 1.133383462E+00 1.133430291E+00
3.162000E+11 1.000e+15 295 1.133496685E+00 1.133528700E+00
4.642000E+11 1.000e+15 295 1.133643762E+00 1.133665683E+00
6.813000E+11 1.000e+15 295 1.133837533E+00 1.133852574E+00
1.000000E+12 1.000e+15 295 1.134089342E+00 1.134099677E+00
1.468000E+12 1.000e+15 295 1.134405642E+00 1.134412754E+00
2.154000E+12 1.000e+15 295 1.134784228E+00 1.134789143E+00
3.162000E+12 1.000e+15 295 1.135066760E+00 1.135070160E+00
4.642000E+12 1.000e+15 295 1.135389880E+00 1.135392239E+00
6.813000E+12 1.000e+15 295 1.135578082E+00 1.135579721E+00
1.000000E+13 1.000e+15 295 1.13601464E+00 1.13665624E+00
