N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 300 1.116968128E+00 1.117769420E+00
1.468000E+10 1.000e+15 300 1.117247258E+00 1.117794604E+00
2.154000E+10 1.000e+15 300 1.117457436E+00 1.117831164E+00
3.162000E+10 1.000e+15 300 1.117628904E+00 1.117884023E+00
4.642000E+10 1.000e+15 300 1.117786069E+00 1.117960241E+00
6.813000E+10 1.000e+15 300 1.117950979E+00 1.118069959E+00
1.000000E+11 1.000e+15 300 1.118144151E+00 1.118225443E+00
1.468000E+11 1.000e+15 300 1.118387839E+00 1.118443467E+00
2.154000E+11 1.000e+15 300 1.118704271E+00 1.118742381E+00
3.162000E+11 1.000e+15 300 1.120515755E+00 1.120542665E+00
4.642000E+11 1.000e+15 300 1.123800196E+00 1.123820056E+00
6.813000E+11 1.000e+15 300 1.13028913E+00 1.13028913E+00
1.000000E+12 1.000e+15 300 1.135620363E+00 1.135630691E+00
1.468000E+12 1.000e+15 300 1.138437130E+00 1.138447132E+00
2.154000E+12 1.000e+15 300 1.144337796E+00 1.144345871E+00
3.162000E+12 1.000e+15 300 1.154348096E+00 1.154365530E+00
4.642000E+12 1.000e+15 300 1.156591368E+00 1.156594590E+00
6.813000E+12 1.000e+15 300 1.157454664E+00 1.157456983E+00
1.000000E+13 1.000e+15 300 1.158072096E+00 1.158073752E+00
