N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 315 1.033478897E+00 1.033792871E+00
1.468000E+10 1.000e+15 315 1.033993071E+00 1.034212378E+00
2.154000E+10 1.000e+15 315 1.034669154E+00 1.034823674E+00
3.162000E+10 1.000e+15 315 1.035601127E+00 1.035711264E+00
4.642000E+10 1.000e+15 315 1.036914102E+00 1.036994023E+00
6.813000E+10 1.000e+15 315 1.038775019E+00 1.038834224E+00
1.000000E+11 1.000e+15 315 1.041401475E+00 1.041446585E+00
1.468000E+11 1.000e+15 315 1.045063253E+00 1.045098720E+00
2.154000E+11 1.000e+15 315 1.050064416E+00 1.050093286E+00
3.162000E+11 1.000e+15 315 1.057720889E+00 1.056713615E+00
4.642000E+11 1.000e+15 315 1.062980921E+00 1.063002933E+00
6.813000E+11 1.000e+15 315 1.070638210E+00 1.070651384E+00
1.000000E+12 1.000e+15 315 1.077594687E+00 1.077601948E+00
1.468000E+12 1.000e+15 315 1.078457064E+00 1.078462118E+00
2.154000E+12 1.000e+15 315 1.084863631E+00 1.084877804E+00
3.162000E+12 1.000e+15 315 1.093776265E+00 1.093791292E+00
4.642000E+12 1.000e+15 315 1.101007224E+00 1.101014124E+00
6.813000E+12 1.000e+15 315 1.102718450E+00 1.102720421E+00
1.000000E+13 1.000e+15 315 1.103183312E+00 1.103184737E+00
