N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 295 1.134531122E+00 1.135289575E+00
1.468000E+10 1.000e+15 295 1.134900734E+00 1.135419983E+00
2.154000E+10 1.000e+15 295 1.135254190E+00 1.135609877E+00
3.162000E+10 1.000e+15 295 1.135640933E+00 1.135884925E+00
4.642000E+10 1.000e+15 295 1.136114040E+00 1.136281794E+00
6.813000E+10 1.000e+15 295 1.136733781E+00 1.136849526E+00
1.000000E+11 1.000e+15 295 1.137571633E+00 1.137651868E+00
1.468000E+11 1.000e+15 295 1.138711474E+00 1.138767480E+00
2.154000E+11 1.000e+15 295 1.140806002E+00 1.140887121E+00
3.162000E+11 1.000e+15 295 1.141839016E+00 1.141950101E+00
4.642000E+11 1.000e+15 295 1.143290378E+00 1.143372528E+00
6.813000E+11 1.000e+15 295 1.145332545E+00 1.145395054E+00
1.000000E+12 1.000e+15 295 1.148182911E+00 1.148232147E+00
1.468000E+12 1.000e+15 295 1.151755455E+00 1.151762648E+00
2.154000E+12 1.000e+15 295 1.152815194E+00 1.152820219E+00
3.162000E+12 1.000e+15 295 1.153711412E+00 1.153714902E+00
4.642000E+12 1.000e+15 295 1.154399559E+00 1.154401996E+00
6.813000E+12 1.000e+15 295 1.154847939E+00 1.154849657E+00
1.000000E+13 1.000e+15 295 1.155070875E+00 1.155072075E+00
