N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 310 1.072119825E+00 1.072668248E+00
1.468000E+10 1.000e+15 310 1.072310078E+00 1.072684800E+00
2.154000E+10 1.000e+15 310 1.072452329E+00 1.072708195E+00
3.162000E+10 1.000e+15 310 1.072568617E+00 1.072743323E+00
4.642000E+10 1.000e+15 310 1.072673680E+00 1.072792916E+00
6.813000E+10 1.000e+15 310 1.073489568E+00 1.073583288E+00
1.000000E+11 1.000e+15 310 1.074774179E+00 1.074840380E+00
1.468000E+11 1.000e+15 310 1.076537152E+00 1.076584513E+00
2.154000E+11 1.000e+15 310 1.080853632E+00 1.080890625E+00
3.162000E+11 1.000e+15 310 1.084520151E+00 1.084547849E+00
4.642000E+11 1.000e+15 310 1.090320982E+00 1.090339235E+00
6.813000E+11 1.000e+15 310 1.092640760E+00 1.094870686E+00
1.000000E+12 1.000e+15 310 1.095788930E+00 1.095797512E+00
1.468000E+12 1.000e+15 310 1.100289915E+00 1.100300978E+00
2.154000E+12 1.000e+15 310 1.109657632E+00 1.109666544E+00
3.162000E+12 1.000e+15 310 1.112874298E+00 1.112877900E+00
4.642000E+12 1.000e+15 310 1.114153172E+00 1.114155670E+00
6.813000E+12 1.000e+15 310 1.117770414E+00 1.117776069E+00
1.000000E+13 1.000e+15 310 1.124304919E+00 1.124317125E+00
