N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 305 1.095348216E+00 1.096245934E+00
1.468000E+10 1.000e+15 305 1.096038753E+00 1.096657587E+00
2.154000E+10 1.000e+15 305 1.096778564E+00 1.097189633E+00
3.162000E+10 1.000e+15 305 1.097674973E+00 1.097960106E+00
4.642000E+10 1.000e+15 305 1.098874597E+00 1.099073754E+00
6.813000E+10 1.000e+15 305 1.100192295E+00 1.100312508E+00
1.000000E+11 1.000e+15 305 1.101252058E+00 1.101335901E+00
1.468000E+11 1.000e+15 305 1.102697132E+00 1.102756111E+00
2.154000E+11 1.000e+15 305 1.104733614E+00 1.104777162E+00
3.162000E+11 1.000e+15 305 1.105264990E+00 1.105290730E+00
4.642000E+11 1.000e+15 305 1.105847446E+00 1.105865151E+00
6.813000E+11 1.000e+15 305 1.107834576E+00 1.107851593E+00
1.000000E+12 1.000e+15 305 1.116157549E+00 1.116178931E+00
1.468000E+12 1.000e+15 305 1.123439580E+00 1.123450762E+00
2.154000E+12 1.000e+15 305 1.125375418E+00 1.125380650E+00
3.162000E+12 1.000e+15 305 1.131709721E+00 1.131725866E+00
4.642000E+12 1.000e+15 305 1.137618326E+00 1.137625192E+00
6.813000E+12 1.000e+15 305 1.142315832E+00 1.142318152E+00
1.000000E+13 1.000e+15 305 1.143007875E+00 1.143009556E+00
